Gene	log2FC
PTPRD	-1.777964975
C1orf145	2.245911391
BBC3	1.852348122
ACAA1	-1.356678379
BAZ1A	1.20760401
PGAM5	1.363513448
PTPRJ	0.798924616
PPP6R1	0.605331651
PLA2G3	3.072062979
TEAD4	2.032762751
NEU4	2.982261367
PDCD1	3.92568805
CXCL2	1.547835255
PWWP2B	1.570669566
SNORD127	3.226017177
CYP11B2	2.302149653
SAMD14	1.272235315
SLC1A7	2.924964277
ZNF154	1.077183812
TMUB1	1.280771797
RNA45S5	1.262074795
FBXO46	1.270301265
LOC440390	2.52945947
ANKS1A	-0.698674885
HOXD13	2.216152657
ALG1	1.271563738
ARSA	1.007012032
NAV2	-0.719575399
ENTPD8	2.144389401
KIAA1614	1.351088816
SNORD96A	3.614462153
LTB4R	1.628338663
NCMAP	2.069595561
SNORA69	5.31682141
NTN3	2.545379316
FFAR2	4.349816999
VAV1	1.372587586
SNORA58	2.580033523
NOL12	0.811293857
SMYD4	1.347748551
LGI4	1.801735398
LOC63930	3.041924904
CBFB	1.068243394
FAM109B	2.192049381
TGFB1	0.828134308
SNORD47	2.637145164
PFKM	-1.290851249
ARL6IP6	2.454033749
LOC101926963	3.633475639
FOXI2	3.045157693
FREM2	-1.329772941
RSPO4	2.913718619
MTRNR2L6	2.691225988
SPRN	2.760774901
ADAM33	1.965998586
MADCAM1	4.068688398
SIPA1L1	-0.815874629
ISLR2	2.099313827
POLD4	1.184562072
SERPINA5	-1.781336161
AXIN1	0.845959723
ALAD	-0.890060637
GOLIM4	-0.722971126
AWAT2	3.410764857
CEBPZOS	1.278432232
PAQR4	3.463584819
TOX3	-1.433296843
SNORA26	2.247245696
DDR1	1.705184992
ESPNL	2.319889585
LTC4S	2.426089632
ZDHHC8P1	2.785093254
EIF3J	1.696133837
FBXW12	2.68140744
BIRC7	2.522584027
GPX8	-2.213162585
LINC00950	2.339156292
FAM43B	2.049352649
PLA2R1	-1.242228465
RMST	-2.091378532
TBC1D14	-0.583368363
IRF3	1.079326229
APOA5	4.551394619
CEP295NL	1.989839953
MIR210HG	2.576100466
TM7SF3	-1.018130557
GTPBP3	1.647279642
SSBP4	1.171733256
LST1	2.832091357
C19orf43	1.385471633
NAIF1	1.301727972
IGSF9	1.95285438
TRIM24	0.907493902
SLC22A31	4.854645266
RCAN1	-1.231627103
ITGA9-AS1	1.628074427
MSLN	3.192882001
DBI	-1.031396265
CDH11	-1.54194975
CABLES2	1.794765361
LOC101241902	3.447069307
GADD45A	-1.360379799
GOLGA8S	2.879163029
UBE2Q2P2	2.095007271
MIR4477B	3.527543447
FAT4	-0.96955106
INTS6-AS1	2.050075076
USP24	-0.779510267
FREM1	-1.63949677
INSM2	4.52455515
EPS8L1	1.500114388
ZNF69	1.36736556
RBP5	-1.876202738
ALPP	4.729206433
CMBL	-2.094456826
TP53I13	1.395661209
HIATL2	2.164521484
FAM98C	1.804874531
HEXDC	1.535256667
SNORD114-1	6.208224509
BPGM	-1.446157619
SNORD38B	4.246387849
RNA5-8S5	2.176111669
FUT7	5.931476116
SNORA46	3.558285212
FOXH1	3.377534867
KCNQ2	3.548160793
WAC-AS1	1.077825624
MAGI3	-1.145197327
TLE6	2.29895043
GAREM	-0.977718593
SNORD18A	4.001279834
ADORA2A	4.898521529
EFCAB13	1.515545408
POLR3B	-1.383542352
STX2	1.169402026
PRPS2	-1.488534246
SAPCD2	2.347623027
FGF19	4.979798744
FOXD1	1.547715985
SNORD43	4.265988485
PRSS21	3.755713479
DGKQ	0.884341234
SNORA5A	2.204086361
NCOA1	-1.061910571
FOXE3	4.668083408
ZNF428	1.103449934
SNORD54	2.473476741
SLC25A28	1.522785728
BCCIP	0.792610629
UGCG	1.237485774
CTSA	-1.047184033
IL27RA	1.31948306
FLJ40288	3.821457148
SNORD14E	2.568121704
HOMER3	1.007438601
LOC101928386	2.589209615
CHST15	0.929195388
WRAP53	1.304028489
DLX2	3.660449097
TLE2	0.601148651
GFM2	-1.442312914
VTRNA1-3	2.435394781
SIX3-AS1	4.41612485
ACSBG1	2.259411017
HES4	2.001008192
DPY19L4	1.671272324
SNORA64	2.086375538
TMEM246-AS1	-2.478648774
NFYA	-0.673343471
LOC100129520	2.602665709
WBP1	1.811052699
ZNF787	1.079110966
ZBTB8A	1.308321556
ALDH8A1	-1.942762451
NRBP2	0.870752534
SUV420H2	1.319201623
SNORD37	3.525061174
PIWIL1	3.475445697
BEND3P3	2.139532379
EFTUD1P1	3.505194851
TRAF2	1.000255338
SIK3	-0.592598158
SLC25A35	1.793574571
SNORD41	2.33012838
NOTCH2NL	1.211492992
ALDH6A1	-1.529971179
CRTC2	0.681766485
BHMT	-2.037520369
SERPINA1	-2.401240064
KRTAP5-AS1	3.442192714
EPX	3.19372029
RNU6-34P	4.201861323
SNORD97	1.901263678
PRR29-AS1	4.280633897
TCEA3	-0.719339421
KLF6	-1.195653656
SHISA8	3.995112318
SNORD6	4.193501152
FAM27E2	2.281672718
ANHX	5.260403968
SNORA51	3.723501152
SLC36A2	-2.311732155
ARHGEF25	1.265666443
ZNF784	2.347814272
TGFB3	1.138407029
KCNJ4	3.267588537
TNFRSF18	2.721120013
ERCC3	0.719241661
KATNB1	1.248261255
CALB1	-2.038175857
LILRB1	2.51506145
LOC101927869	2.696781361
LSM7	1.325525224
POLR3GL	0.80142051
SNORD83A	3.16042412
TFF2	3.983411605
SNORA70	2.682795199
MYO1G	2.498923237
PNCK	2.141008608
TBX20	2.667115524
LINC00665	1.363695591
PLD1	-1.469457833
DOCK9	-0.674375329
SNORD12C	3.775885581
PALM	1.045055315
SHMT1	-1.470603539
CA5A	2.868144128
LINC01144	1.765681179
DNA2	1.73949924
IL1RL1	-2.240691621
C17orf96	4.16593719
SASH3	1.794667253
PDZK1IP1	-2.121996858
THOP1	1.066550736
CORO1A	2.312312964
SNORD88C	3.173612475
CCDC25	-1.137221522
DLK2	2.234671116
CALHM1	3.110125121
ATXN1	-0.974996883
LOC101927248	2.727148988
NPFF	1.40490815
LOC100130872	1.79631718
NT5M	2.24946222
SNX22	1.478718625
CERCAM	1.71341792
PRRT2	2.027377819
ADRA2C	2.217266811
CWH43	-1.940087744
PRAMEF20	3.533309694
IRF7	2.469346541
CHST12	1.107644082
LRP2	-2.350188256
PDE4DIP	-1.078006639
SDC1	-1.321975412
TRPM3	-1.729351055
C9orf91	1.996982448
MAST1	2.828728722
YBX3	-0.603716229
SLC12A1	-3.28553109
C7	-1.809974889
PRLHR	3.018695412
SAMD10	1.356154097
EVA1A	-1.568981812
CDC14A	-1.524629516
ACSM2B	-2.245694507
DPYS	-2.381681723
LCN6	4.324916418
GGTLC1	2.824243291
SHH	1.690573479
PPP1R9A	-0.861388823
KL	-1.947798238
NAT14	1.578470582
C11orf87	2.743761953
TMEM88B	3.323296676
CDR2L	0.961041958
ZNF708	1.209964275
SNORD14C	1.391597233
SLC25A47	2.968183997
SOX21-AS1	2.990011485
IRX3	1.438465113
ANKRD13B	1.720824312
ZNF507	-0.746926295
TAF1	-0.679635975
HMHB1	3.489755905
HTR3A	2.852674163
CNRIP1	-1.613683777
PBLD	-1.052889184
CSNK1G2-AS1	2.814557757
PARP11	1.346012205
LINC00565	3.110268649
HES6	1.880340883
LINC00634	3.229706949
AHCY	-1.035966672
KRT16P3	3.327025161
LRFN4	1.310505616
SNORA48	2.678239019
ASB16	3.789633345
SNORA79	4.888967364
MMP21	2.693960141
FEZF1-AS1	4.296514484
USHBP1	1.531395323
LINC00176	1.761790743
PDLIM4	1.435533614
SNORD57	2.332024667
TBX4	3.167210439
LOC339539	4.479602055
RNF225	5.680120534
LOC283335	1.277206569
TMTC1	-1.192549036
TGM6	3.165833828
IMMP2L	-1.02995338
SRMS	4.254758076
AATBC	1.815860355
GTF2H2B	2.870141183
FRA10AC1	0.975205886
WNT6	3.136910419
RNU12	2.610076574
SNORD12	2.814273758
DNM1P41	3.725002202
CLIC6	2.614988827
LINC00945	3.284610125
ZC3H12D	1.628562653
RAB5A	0.764580457
CCDC64	-1.019993827
ACTG1P4	-2.016576368
GFI1	1.931545583
SNORA63	1.401666067
ADCK4	1.020101053
SLC52A1	4.761094488
SNAI3-AS1	1.908059906
SNORD71	2.271222267
DNM3	-2.101426573
HLA-G	2.772191235
RHOV	2.211405204
CCDC85B	2.299075019
NOL8	-0.784897253
CEBPE	3.241213163
UMODL1-AS1	2.971734676
PIAS4	0.702875698
MINOS1P1	2.559064333
MAGIX	1.654740498
MCHR1	3.244510189
WNT3A	3.426100402
PLD4	2.504702674
PITX3	3.724510462
P2RX3	3.207799456
ANK2	-1.754775137
LINC00173	2.100259859
LINC01565	3.145995313
S1PR5	3.227131773
SNORD32A	2.661114039
SMPD2	1.346460785
DSTYK	-0.795089934
ARRB2	1.256993566
LINC00208	5.211252417
HAO2	-2.21241033
CCT8L2	3.377967109
PCK1	-2.350255817
LDLRAP1	1.074591203
C2CD3	-1.754633503
FAM229A	1.925524516
NELFB	0.863700038
DOK1	2.176567089
TMCO6	1.076477626
KDM4D	2.203539515
ISL2	5.484884937
TPCN1	-1.019767588
NLRC3	1.086223053
FAM53A	2.221626507
CUBN	-2.49915155
ENO2	1.439484952
SNORD36B	4.221971244
COL4A3	-1.03128194
GLRX5	2.120296602
SNORD74	4.350467967
SNORA11B	3.486055817
LOC284023	2.592977619
PCSK1N	-1.691287182
CAHM	1.940111483
MAPK15	2.528373902
SNORA2B	3.852413857
SNORD4A	4.307888778
PKN1	0.70565463
MEGF11	1.516952549
SCARNA18	4.173292072
ORC6	2.411658525
PRR7	3.004319225
ARF6	0.760851798
LPAR2	2.165810821
SNORA14A	1.751875698
ENG	-0.741651961
LOC100129203	2.464082779
IFITM10	1.479766205
KCNN4	3.268196869
CYP26A1	3.356619296
SH3RF3-AS1	2.178644886
KCNK15	2.588001161
RELT	1.527103522
LINC00847	1.695007971
ZNF628	1.443046915
TOR2A	1.557401818
BEST4	2.983215699
PLA2G2F	3.046107695
RGS11	1.721571158
LYPD8	3.715887332
NANOS3	3.745890955
SNORA2A	2.418287101
SYNDIG1L	2.469471886
PKMYT1	2.323575065
VIM-AS1	1.533087047
SIGLEC6	3.002980002
ANKRA2	-1.216258527
TSC22D1-AS1	3.159169609
SLC35B3	1.211890676
EFNA2	2.789936668
SLC18A3	2.885810575
PRAME	3.016718736
PRRT4	4.07105387
SKOR2	5.030452385
GAL	4.044821077
SUPT20HL1	3.026243955
POU4F2	4.281304416
MPPED1	3.602392423
SNORD65	3.538146938
MAZ	0.802446558
SNORD14D	1.837094599
NTN5	3.417913681
ZNF534	2.857417848
SNORD114-3	2.92847911
F7	2.212731919
LOC284412	2.679844355
RNU1-13P	4.386867263
SNORD111B	4.606270772
HMCN2	1.56607789
CTU2	1.257228502
LOC338963	3.015312378
TTYH1	5.805091933
ZBTB20-AS4	3.267257986
GSTA1	-3.788752487
ANKS4B	-2.949570405
LILRB3	2.133845659
FALEC	2.767973899
PRR36	1.918382891
SNORD90	2.977762801
RIPPLY3	4.37126786
LINC01441	2.971473131
EBI3	2.331869145
LOC101929698	2.878330418
KLK10	4.714717082
HMGCS2	-2.08114963
LHX6	1.697482072
FOXB1	5.647348039
GATM	-2.554587078
CHST1	1.635461682
KCNF1	3.283304903
LRP2BP	1.648377152
C9orf139	2.270107323
DOCK4	-1.086550148
SNORD30	4.026273092
LAG3	1.919469574
CASP16P	2.954308986
TNFSF14	3.073662091
LINC00620	2.671789679
LRRC3	2.013056484
CHRNA7	3.414084319
SMARCD3	0.992740127
LMF1-AS1	3.012625564
AKNAD1	3.82676577
SNORD69	5.636326251
FNDC9	2.900953312
SNORD36C	3.343605075
TCEAL3	1.162108308
FAM195B	1.304990506
ACAP1	2.051107514
PRPH2	1.984483259
PPP1R9B	0.62651346
SLC38A4	-2.777316296
CHST8	4.004547016
LOC102723968	2.98251327
RNVU1-6	5.97208195
ZDHHC18	0.929327529
TLX2	3.048786839
ANO5	-1.27451931
GHRHR	2.973104555
METTL21A	1.259005662
OPTC	3.541262698
GUK1	0.666682046
CEACAM21	3.557574198
HES2	3.076043773
ACSM2A	-1.776227436
MSI1	2.457193572
SNORD42B	3.181116761
LOC100505782	5.247172687
MOG	5.077776684
TBC1D3P1-DHX40P1	3.708506922
FPGS	0.879329098
GLT6D1	3.272510295
LINC00683	3.206161978
G6PC	-2.509920166
MIR27A	2.947575881
ZNF264	0.817452131
ARRDC1-AS1	1.664922661
HCG9	4.703542966
C9orf163	2.491051782
SLC7A5	1.509043396
CD300LF	2.672432531
MME	-2.092585717
KRT73-AS1	3.190832259
SLC35A3	0.987652201
NOXO1	3.082813091
AGXT2	-1.972018878
FAM69C	2.597140418
CKB	-1.376579037
RUNDC3A-AS1	2.437752919
TMEM229A	3.430915752
DLX3	2.935103301
DDX20	-1.460436821
FNDC8	3.013470777
FYB	1.108650005
SKIDA1	1.666682327
NOG	3.110080988
SPATA13	-1.093643653
POTEF	2.839471186
ANKRD36C	-1.08660896
GYG1	-1.469189378
TUBA3D	3.19065986
LOC100128568	3.235256443
PIM2	1.426370771
NEUROD2	3.637409721
SNORD114-12	4.833514572
LINC01187	-1.834487929
CDC25B	1.533610917
ERICH6	2.237801222
SNORA34	3.991141328
ANXA2R	3.319300192
ASCL2	2.248498167
COMP	1.851835553
AMH	3.633434641
DIO1	-2.371470998
RIMBP3	3.422951641
KIF21A	-0.670789027
MGC50722	1.892958313
MIR661	2.886328846
LINC01166	4.343227488
TMEM240	3.158182607
CACNA1C-IT3	2.766873984
SNORD14A	2.351916355
KLF1	3.674183814
MIR3170	3.157526433
LRRC56	1.808361015
VPS41	0.756951815
MTRNR2L3	2.627387618
MATN1	2.99566732
LOC407835	3.554225376
C9orf50	4.209359475
DHTKD1	-0.841224562
KCNK5	-1.703015568
PCDHA13	2.05885711
CACTIN-AS1	2.073849752
CD40	1.150058416
MPP1	-1.069969771
TXNRD3NB	3.103735374
SNORD21	1.592459616
PLG	-2.413327456
TP73	3.211599269
ZNF704	-0.761437316
LONRF1	-1.12856377
MYO5A	-0.757518606
CCL19	3.727096645
BCL2L2	1.286625066
CTXN1	1.681946218
TRIM52-AS1	1.720366445
TMEM221	2.867323698
PPIAP30	2.707281921
SLMO1	2.689917201
LOC100288123	2.758940886
YWHAEP7	2.53782585
C7orf55	3.085921701
PRRG3	2.730125906
NTHL1	1.443839817
SLC17A2	2.437726268
CBLN4	2.691752377
ACTL10	3.229338409
TH	4.975806554
TNRC6C-AS1	1.755194913
COL6A2	1.137588958
FOXD2-AS1	1.952071241
HOXB4	2.033786589
ZNF891	1.445829872
PAH	-2.588446661
UNC13B	-0.832402941
KLHL17	1.788433503
SNORA27	2.408394042
LOC105373609	2.683086301
PER1	-0.892496925
DNASE1L2	2.216512712
FOXO6	2.040914233
LOC389033	3.215094895
DLX1	2.411793919
DKFZP434L187	3.285040694
FBP1	-2.289064073
IL17REL	2.815335649
NUTM2B	3.038107986
HJURP	3.344987006
KLF7	-1.036332278
MIR455	5.856804718
AK4	-1.754751193
SIGLEC15	3.327753042
GOLGA6C	2.79526728
ADARB1	0.876574707
SNORD35B	1.968369503
DKFZP434H168	4.221330844
BOD1L2	4.155015905
CDCA5	1.982266626
SNX20	2.089678927
SNORD34	2.916342558
TCL1A	2.903534218
ITSN2	-0.658176289
HCRTR1	2.277204452
TACR2	2.922032664
FOXL2	2.939249533
PDZK1P1	2.485298616
S1PR4	4.226884795
RNF224	3.382809922
DACT3	1.605003658
LINC01507	-1.842088316
ALDH1L1	-1.135467774
RGR	2.863271029
USP20	1.102556481
TM4SF18	-1.47301641
CHMP4A	1.189890926
LOC284648	3.217949031
HIC1	1.451145236
LOC100507091	2.644506371
SLC47A1	-1.734395003
UGT2A3	-3.821404118
BLACE	2.779450564
RUSC1-AS1	1.490046214
DKFZP434K028	3.708348781
VTRNA1-2	4.499923141
LINC00929	2.380752459
MFI2-AS1	1.908810964
RNF39	3.638026416
FANCG	1.744766703
SLC7A7	-1.617359774
TFAP2C	2.276191643
RASSF4	-1.431465416
SIGLEC9	2.166474026
TMEM55B	0.908425557
MED22	0.970016744
RND1	2.311276422
TMEM249	5.798435067
SNORD119	2.10039665
RASD2	2.453009791
SLC6A7	2.697780287
SPC24	3.879416511
ZNF706	0.94777696
COX6B2	2.915591236
CCNG2	0.891305093
SCN3B	1.575119173
ZNF517	1.724071701
LRIG3	-0.684051587
EGR1	-1.432122308
SNORD114-14	3.44853481
LOC101927051	2.776093895
LAMP5	2.947689352
PRR23B	4.078178953
LAT2	1.991260159
MSRA	-1.43044773
NR4A1	-2.9229614
C12orf80	2.802331916
OSR2	1.959824631
SOX21	4.944522671
QKI	0.790939327
CTC-338M12.4	1.577832683
CARHSP1	0.890051232
CLEC5A	-1.962741025
SNORD56	4.082123685
KDM4C	-0.936165986
SNORA67	2.488591437
LOC400558	3.693720881
APOBEC3D	1.554909263
ELL2	-1.318631043
TIPARP	-1.942200439
DDX49	1.064268062
RNU5F-1	4.110182761
SLC16A1	-2.06632929
ZACN	2.751409481
KISS1R	4.311012799
ITGB7	1.967522529
C19orf60	1.122941254
LCN8	5.82960641
NPIPB9	2.861907695
CABP7	3.449310668
NUP43	1.540916446
ARID3C	3.165372558
VASH2	2.879620788
SNORD24	2.735825819
SPATA22	2.493235386
MYBL1	2.029649695
C9orf142	0.990986652
RAPGEF4	-1.754109487
CEP72	1.855291578
SNORA74A	2.145493809
IZUMO1	3.112802906
ATP1A1-AS1	-1.394604642
TMEM35	2.720893338
SNORD78	3.702168672
PLCG2	-0.919924042
CCR9	3.11743949
SAMD8	0.80059161
PNPLA2	1.773383758
NKAIN2	2.371841353
LOC158434	3.437049874
EPHA10	2.065099734
AQP8	3.545352582
ARHGAP32	-1.072126887
KRT20	4.641095251
REM2	2.222892994
HOXC11	2.222699335
WDR86	2.971976048
UPB1	-2.155863147
RBM8A	1.027210697
SBK1	1.689384781
ADCY7	0.728010636
KIF18B	3.016655148
TPSD1	3.655983588
CYP2W1	3.634795559
DSN1	1.533458502
SDS	3.909123288
KRT84	3.151255991
LINC01512	2.742173352
FGF1	-1.612950494
TCF7	2.710509561
SNORD116-29	1.589610862
DND1	2.082130543
CARNS1	3.303765259
ZNF283	1.534463943
PLEKHG4	1.82727337
LOC400706	2.879827139
CTNND1	0.627068946
PNMA3	2.200167084
CFTR	-2.337248814
MRC2	0.99980059
KCNQ1OT1	-1.569735251
LRRN1	2.180354446
RNF223	3.473157366
AKR1A1	-0.880111842
CLDN9	2.655836885
FAM21EP	2.572671363
FLJ35934	2.956693656
KCNK4	4.341072766
ARX	3.37292157
KCNJ2-AS1	3.008088885
ZDHHC13	1.340252603
APOE	-1.915556968
LOC101928748	2.98670684
TNFRSF4	2.655221417
GSC	2.864423178
IRX6	1.41740704
SLC22A6	-2.197133876
AEBP1	1.007468421
ARID3A	1.301096566
SNORD82	3.114515685
CELSR1	-0.759218505
L3MBTL4-AS1	2.63817952
OPRD1	4.484989134
SLC34A1	-2.239842023
LOC101929372	3.051006258
HIPK4	2.790139834
EPHA7	-1.445663554
SNX32	2.591544232
VMAC	1.610770335
C17orf82	2.32193502
LPAR5	2.076691912
EID2	1.508060985
ZNF114	2.497199598
LINC00403	2.730875452
ACBD7	1.842616888
LOC101928994	3.06515215
R3HDM4	1.1912101
ISY1	1.448585626
PPM1G	0.669645393
SOCS1	1.752830902
EFHC1	-1.351443078
OLIG2	4.30398504
FOXP2	-1.407803005
HRH4	2.762117049
USP27X-AS1	2.152024843
C19orf84	3.510294237
OPRL1	2.220892771
LOC149950	3.09744206
SATB2-AS1	2.999638109
ZAR1	3.007339008
ARL16	1.575279501
SLC13A3	-2.212330931
TMEM59L	1.685501058
TMEM145	2.614329288
FAM83C	2.182085942
TGFBR3L	3.185069868
ADRA2A	1.40752781
IQGAP2	-1.298158543
LOC101928514	3.8814452
KDR	-1.080463565
SLC6A10P	4.127540927
LINC01124	3.344067409
ITPRIP	-1.257331003
GJB3	3.090121162
GBGT1	1.286920882
PRKACG	2.949299565
ZNF648	2.716684138
FAM159A	2.545973891
SBK2	4.009746582
B3GLCT	-1.755867511
LCTL	3.1624695
NEK2	2.88527091
RASA4CP	2.130917858
LINC01413	4.785427318
SNORA19	2.405431936
KLRC4	3.031609873
FAM118A	1.416224888
LOC101928279	1.706617352
C19orf66	0.94783401
APOL1	1.096216177
ETNK2	-1.780377383
FABP3	-1.382029668
ZNF252P-AS1	1.432234373
ARSG	-1.611312915
OR7E156P	2.674305358
LOC101929125	2.513758241
SCN4B	2.318725296
MPHOSPH8	0.591415793
UBE2C	1.877091029
KHK	-1.88161671
SLC22A5	-1.362988478
KLHL35	3.266832281
STK4-AS1	2.804773056
CTSB	-0.810915524
ABHD17A	1.140806573
DPEP1	-2.171741258
MAPKAPK5-AS1	1.638385287
LILRA4	5.425048882
LOC339059	3.316118855
DDC-AS1	2.970130389
C2orf81	2.317310181
MIR145	3.130684387
LOC728392	1.781153477
C16orf78	4.11873746
ERVV-1	3.084882643
LOC100130691	-1.925057451
PRSS54	3.580607536
A1CF	-2.145042928
AOC1	-2.024322732
UBE2Q2P1	0.900429126
CRYGN	2.983893633
EXTL3-AS1	3.195156935
PHOSPHO1	3.080914853
OTUD6B	1.183619134
HAGHL	1.646491434
PCDHB9	-2.168063024
KCNG1	3.625365053
LOC101929374	3.304935044
TYW3	-1.255696576
SNORD76	1.56407532
NTSR1	3.065666643
SLC10A4	3.912371934
PHLDA3	1.269483596
C2CD4C	1.624087919
TAS1R3	4.246264702
ARTN	1.620371497
CLEC4D	3.554667577
KCNH4	3.550009343
LOC105748977	3.237698438
GPX3	-3.565681895
XKR5	3.000396777
PRKG1	-1.345058223
ZNF444	1.203704796
MTRNR2L10	3.002167615
PKD2L2	2.612022853
TNFRSF1B	1.490599195
PEPD	-1.509246628
LINC01164	2.594391855
FRMD8P1	3.194816537
IL12A-AS1	4.242240115
TET2	-1.341118183
GZMM	3.659367663
TEX22	3.063824394
TTC38	-0.944765155
CCDC181	-1.832923658
CPA1	2.598174852
WBP11P1	2.759922659
PTPRCAP	1.537855567
SNHG3	1.62416845
HIST1H1B	3.113778592
CCIN	3.908228537
CD101	2.129983916
LFNG	1.461839856
RASA3	0.985377438
FAM183A	1.980473426
RGS18	2.456749475
SLC6A13	-1.569278843
LINC00547	3.659497529
CPEB2-AS1	-2.717346878
RRP15	-1.399112466
FYN	-0.810789862
MGC16275	1.833327865
MIOX	-2.277617214
HMGB3P1	3.044977903
TMA7	1.269118974
TBX18	2.774788918
PSAPL1	2.622677389
UBE2MP1	2.649676125
C6orf25	3.542728397
GRK6	0.780573261
ASS1	-1.807718059
RGL1	-1.035385543
ADAMTSL4	1.618260315
ZBTB12	2.582234852
CCDC153	2.628165626
INSL3	3.179694362
SP5	2.678047926
TBX5-AS1	3.21953631
ANPEP	-1.555955442
ALDOB	-4.174035771
MAGEA11	3.387312474
CSPG5	2.273890379
CERS1	3.509871161
GIP	2.678082439
NEUROD6	2.929816241
CALHM2	1.314909721
HMCN1	-2.326438019
LOC286370	3.06607277
KRT14	3.607287046
TMC6	1.180191421
LOC101927087	-3.015489288
ZCCHC18	3.137758165
LINGO4	3.447742437
NEUROG2	5.082939576
SNORD85	2.854654552
NKX2-3	4.513861119
FOXD3-AS1	3.427879785
LOC100506679	2.833286993
RP9P	1.290544963
GPR173	1.782175203
LOC102723582	3.228210888
FAM162B	1.905531817
HCG26	2.417075815
ROM1	2.168607005
C1QL4	3.625578824
SLC38A6	-1.799741276
ZC3H3	1.246758046
NBEA	-0.737265235
OXSR1	-1.039371982
SPACA3	3.12498288
ODF3B	1.98972787
HCG17	2.864502685
FAM129B	1.050606803
PTX4	4.776178208
ALCAM	-0.879562734
KCNK7	2.640977909
P2RY6	1.696677837
NOTUM	3.809917719
TENM1	-2.059044301
ASCL5	3.480602072
SNORA23	1.816502566
LOC101928786	2.935635764
NCL	1.089582821
ERCC4	-1.095754921
PLCE1	-1.783711571
HAS1	2.873617639
CYP11B1	2.871086839
ZNF205-AS1	2.420127949
FAM180B	2.322011244
TTC28-AS1	1.48919731
DKK4	3.092269895
RPS19	0.935934169
SNAPC5	-1.442834474
TRPM2-AS	3.03045544
ITPKA	2.861973252
TRIML2	3.888621622
KLHL30	3.01425858
CASC8	-3.695408789
MIR200A	3.083345224
LINC00896	3.366780702
LINC00937	3.807327094
GNA15	1.994289829
PDGFRL	3.001132354
MC2R	2.545032374
LOC101927539	2.810330641
LOC100505666	2.452166611
APBA2	3.065954301
SLC4A4	-1.179738426
EDNRB	-1.305618098
TERF2	1.00700264
LOC100652768	1.765216946
LRRIQ4	2.749325451
MRGPRG-AS1	3.645535536
CACNG4	3.617234197
SLC30A3	3.244266658
LOC101930071	2.173007429
LOC344967	2.454175325
PTPRO	-1.824467041
CXorf21	3.114787615
ABHD1	2.634285214
DUSP5P1	2.626979765
RBPJ	0.814071517
PPEF1	2.503999814
TMEM71	2.761952885
MAP3K13	-1.037644017
HCG4B	3.322372865
UBA3	0.784495852
MSX1	2.856421944
PRSS56	4.987769563
DUSP1	-1.236209525
POM121L4P	5.739682975
TSEN54	1.242421772
RAB26	2.267021454
VSTM4	-1.419217922
MCM9	-1.303223531
PODN	1.89201377
DERL3	3.153419463
GUCA1A	3.416830425
CEACAM4	3.231179025
LBHD1	1.849569539
SCGB3A1	3.248048509
TNFRSF25	1.30224602
GAL3ST4	1.926164784
MIRLET7BHG	0.920511658
CD163	-1.088046821
IL2RB	2.051006737
ITLN2	2.963839275
AURKB	3.040481032
ZNF703	1.584334502
EXPH5	-1.119690387
SLC12A3	-2.212110745
ADA	2.164026004
AGO4	0.76827777
C1QTNF4	3.203847236
FOXD4	2.008555731
SORBS2	-0.813946106
CATSPER1	2.874808252
POLR2H	0.876864579
PTMA	1.052834692
ZDHHC19	3.084513898
SAFB2	-0.94929353
TIFA	-2.434321435
SLC22A12	-1.685600919
DNAJB8-AS1	2.458374857
NAA40	0.647386743
ALB	-2.895858127
CCL5	3.947674324
LOC101927314	4.048749752
PLK5	4.073102662
ENPEP	-1.347761485
RGS8	-3.495168457
NEURL1	2.177471098
TMEM190	3.708258908
LINC01010	2.989990913
SIPA1L2	-1.34179272
EDN2	-2.390726237
PPBP	6.913576455
NRON	3.41400264
MS4A14	-3.205594171
MAP3K14-AS1	2.036561772
RIC3	-1.020669978
ABAT	-1.375319719
MYBPHL	2.967263026
ICAM3	2.162442532
LOC102723854	2.210041298
LOC100506207	-2.127618291
VGF	4.727121567
HHATL	5.787260497
ADGRV1	-2.650969575
TSC22D3	-1.05957497
FOXG1	3.544488367
CCDC105	4.176031621
NOTO	3.886381278
CDCP2	3.994347896
TSPAN33	-1.008932082
GOLGA6L4	2.564787287
CCDC177	3.987227166
KLK1	-2.929145861
LOC101929723	2.615154456
DONSON	1.476080557
ADORA2B	2.75087127
RNU6-30P	3.788140404
CYGB	1.497446847
SLC6A19	-1.725541914
SCARA3	1.181647428
SUPT6H	-0.662158487
MYO5B	-0.751348387
C11orf80	1.316638648
LINC01436	2.605105587
PLA2G4E-AS1	3.412207593
ZNF764	1.585346055
SSBP3-AS1	2.744060536
RAC2	1.987427688
SNORD46	2.09780532
LMCD1-AS1	1.906042721
DNAH5	-1.525469412
SPANXN5	3.228039574
SNORD5	2.214317867
PCDH17	-1.750721653
PCDHB19P	1.839048187
DPP4	-1.465317186
41521a	2.747515538
FCN1	2.263202596
EDNRB-AS1	-2.645483168
SLC22A8	-2.028459462
LOC100506314	-2.530597139
CALR3	2.975841816
CCDC124	0.932948238
FAM181B	2.389635801
PCK2	-1.597606277
LOC388849	2.786763574
F5	-2.76585865
SPRED3	1.878739557
LINC00921	1.678454492
ALDH4A1	-1.283762367
DIO2-AS1	-4.139722762
GALC	-1.631009077
