,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RAP1GAP2,540.5450614,-0.31938874,0.416766857,-0.766348701,0.443468848,0.834033084
PDCD11,510.2474189,-0.366331411,0.373342526,-0.98122069,0.326483923,0.75789403
RPTN,114.1207716,0.177563146,1.116005505,0.159105977,0.873585379,0.974542782
MUC3A,716.3519102,-1.707515462,0.722289449,-2.364032127,0.018077245,0.211611993
LOC284578,56.22216125,-0.127695468,1.043521961,-0.122369699,0.902606235,0.981378404
PCDHB14,35.47316695,0.059390907,0.834809863,0.071143035,0.943283918,0.988009443
PID1,102.3846893,-0.798671031,0.725216892,-1.101285753,0.27077231,0.712970635
ZBTB11-AS1,52.51332861,0.314045708,0.744041744,0.422080764,0.672966068,0.92347536
COA1,172.9465029,0.137296349,0.577487112,0.237747901,0.812076629,0.958824904
NCALD,116.5871485,-0.260679445,0.598868677,-0.435286491,0.663354489,0.919729266
EBPL,33.76613005,0.073629096,0.800776837,0.091947085,0.926740081,0.985900077
SLC25A48,19.48119786,0.232799267,1.030076481,0.226001925,0.821199923,0.961409538
DIP2A,637.9706497,-0.052974249,0.301937455,-0.175447755,0.860727819,0.970838652
LYZ,321.2313997,2.272660262,0.862509732,2.634938688,0.008415248,0.137865495
PAFAH1B1,687.9754548,0.406806976,0.272900853,1.490676818,0.136046365,0.560067463
ZEB2-AS1,22.87534082,0.006421453,0.970914637,0.006613818,0.994722975,0.99895858
PLEKHM3,219.2582774,-0.818732275,0.505695921,-1.61902092,0.105442762,0.5026564
INHBE,22.31861806,2.160413103,1.38144179,1.563882835,0.117845086,0.525462871
MYOCD,294.3025215,-1.637746225,0.710804686,-2.304073477,0.021218519,0.230570852
GATB,91.93283526,-1.133726492,0.637784347,-1.777601626,0.075469306,0.439247823
HAL,79.83597029,-1.478280657,1.042355309,-1.418211856,0.156128922,0.587058175
GPR89A,17.35542553,-0.75383911,0.975877841,-0.772472822,0.439834438,0.832679134
ASCC1,170.6221984,0.604731293,0.693898385,0.871498343,0.38348211,0.79747565
SLC5A2,152.0808473,-1.156177621,0.786672546,-1.469706331,0.141641307,0.568514719
GOLGA6L2,450.5573608,-0.013710251,0.808487678,-0.016957898,0.986470204,0.997430423
MIR762HG,16.0726537,0.574230066,1.159213862,0.495361628,0.620344876,0.905462305
MYOZ3,59.22252358,2.651532829,0.853394781,3.107041299,0.0018897,0.050370308
C3orf18,62.4146518,-0.3340088,0.813741284,-0.41046068,0.681468042,0.926266694
LOC644838,13.84545687,-2.817472981,1.155504492,-2.438305519,0.014756297,0.188613167
LOC100130899,89.83097463,-0.562880771,0.785883811,-0.716239172,0.473843679,0.849115634
ZNF726,17.66549454,-0.200847975,0.799109963,-0.251339596,0.801551565,0.957297047
DAPP1,96.05136574,-1.604813018,0.977901011,-1.641079209,0.100780974,0.494413876
C21orf62,62.44180871,-0.45699044,1.474939957,-0.30983664,0.756685187,0.947139448
ADTRP,26.07098279,-0.345127569,0.973162451,-0.354645382,0.722855273,0.938828327
HPS4,293.5317865,-0.326054436,0.395563448,-0.824278477,0.409781345,0.814185147
CASP8,169.3249528,0.042060593,0.45255125,0.09294106,0.925950385,0.98583873
GUSBP1,296.7829133,-0.551756743,0.508926991,-1.084156967,0.278295208,0.720767341
CXCL9,34.24183264,-0.651212209,0.983957385,-0.661829688,0.508080377,0.863131594
PIR,41.84769121,-0.109293648,0.975202632,-0.112072758,0.910765718,0.983260518
SLC25A14,41.88439618,-0.490279342,0.890204535,-0.550749095,0.581805685,0.894054833
PLA2G5,9.863853982,-1.1299715,1.185001877,-0.953560937,0.340305937,0.768425129
UBE2J2,165.2593771,0.595196834,0.478202645,1.244653998,0.213258962,0.65722321
POLE3,237.8537403,0.620489151,0.480679789,1.290857583,0.196753066,0.638640291
HMOX1,116.5080581,-1.221078526,0.607199826,-2.010999467,0.044325513,0.340731892
SEC16A,986.793784,0.012936072,0.232846089,0.055556322,0.955695261,0.991136165
CYP2C9,73.69451796,-1.600994114,1.097619587,-1.458605635,0.144673682,0.573020631
MRPL45P2,45.91862708,0.73213783,0.838119756,0.873547992,0.38236446,0.797027261
EFCAB14-AS1,16.15051188,-1.276812604,1.324716147,-0.963838636,0.335126833,0.763331568
SLC35G1,13.55599936,0.819516814,1.14380843,0.71648083,0.4736945,0.849115634
C14orf169,58.68783499,0.37391802,0.722248832,0.517713568,0.60465813,0.90142677
HOXB3,238.0301625,0.546148996,0.391811411,1.393907836,0.163345438,0.597692367
LINC00671,116.7458137,-0.952613829,0.944324743,-1.008777791,0.313081214,0.746435811
PCDHB6,15.85479418,-0.479961804,0.932433238,-0.5147412,0.606733879,0.901501318
MEIS3P1,80.96257131,-0.191140532,0.973342404,-0.196375429,0.844316327,0.967036655
NFATC2,190.0258342,-0.375552034,0.544685953,-0.689483603,0.490518988,0.855968242
LINC01372,18.22192658,1.520285837,1.210388805,1.25603098,0.209104738,0.654525339
FCGR2A,146.6096536,0.128700971,0.824270252,0.156139289,0.87592323,0.975201885
DGKG,247.5875888,-1.394860264,0.721178008,-1.934141431,0.053095741,0.374610467
SRSF4,1281.170877,-0.345681944,0.294619749,-1.173315588,0.240669274,0.685070998
LINC00597,10.95595548,-0.861340433,0.969242949,-0.888673406,0.374178628,0.789964265
SCOC-AS1,11.65041604,-0.130162882,1.031070576,-0.126240516,0.899541541,0.980388935
DES,914.8882976,2.156674574,0.847421847,2.544983447,0.010928292,0.159577969
DHRS1,99.3287196,0.039758613,0.694946927,0.057211007,0.954377111,0.991136165
B3GNT3,41.34890973,-0.397549713,0.903340984,-0.440088206,0.659873223,0.918399917
RANBP3L,108.5586251,-1.507409151,0.926809071,-1.626450579,0.103853839,0.500722374
RAD51-AS1,120.115779,0.337149095,0.570847724,0.590611263,0.554780916,0.883430289
USPL1,168.922654,0.145093687,0.541781026,0.267808727,0.788846553,0.954185036
LAMTOR5,139.519914,-0.531180847,0.638857379,-0.831454507,0.405716918,0.81217412
LINC01268,32.0247678,0.312458217,1.072813958,0.291251073,0.770859304,0.950055372
TUFT1,206.824042,-0.063658722,0.520807034,-0.122230918,0.902716141,0.98138389
TMEM53,32.44693965,-0.25819738,0.875518827,-0.294907856,0.76806427,0.949709163
AKR1D1,19.06603731,-2.252911155,1.268925941,-1.775447315,0.075824057,0.439743865
SLC25A52,2.692448944,-1.067694943,1.085457293,-0.983636068,0.325294484,NA
P4HA3,53.71469574,1.738019895,0.892953543,1.946372135,0.051610054,0.369602426
VEGFC,64.98558239,0.314782188,0.828408461,0.379984274,0.703957089,0.933207663
DOCK10,479.3352409,-0.868669703,0.480205685,-1.808953393,0.070458244,0.424652229
VANGL2,119.5407035,-0.08178429,0.442769432,-0.184710786,0.853455885,0.969141461
HSDL1,101.595847,0.494281997,0.64639763,0.764671733,0.444467042,0.834033084
CTNND2,142.1704201,-1.5989361,0.924895056,-1.728775702,0.083849246,0.457858087
TNFRSF10C,19.42204871,-0.299038421,1.008012099,-0.29666154,0.766724923,0.949237275
ZBTB45,82.02484498,0.228959593,0.693095642,0.330343432,0.741140479,0.944419156
C1QTNF1,170.3673113,-0.543704765,0.583808934,-0.931306003,0.351695297,0.776608617
BDP1,1854.652896,0.265584137,0.997387236,0.266279863,0.79002368,0.954505209
TYRO3,225.5555439,-0.696405717,0.643054847,-1.082964726,0.27882408,0.721122961
TMEM183B,7.610660899,0.474823913,1.202993943,0.394701832,0.693062951,0.929453676
TMC3,71.88350572,-1.736797702,1.061980482,-1.63543279,0.101958353,0.496737131
ARHGAP15,53.70079861,0.510708691,0.892086432,0.572487903,0.566991479,0.888787722
TTK,41.61242401,-1.1081306,1.079002427,-1.026995466,0.304422599,0.74036176
DAAM2,558.8268209,-0.621903813,0.445293872,-1.396614352,0.162529572,0.596835618
FAM217B,142.3698942,-0.16843742,0.702428225,-0.23979307,0.81049068,0.958803002
ZNF841,288.3517328,0.63048145,0.391560219,1.610177489,0.107359114,0.506359634
CHMP1B,193.3630489,0.425728807,0.677481121,0.628399513,0.529742256,0.872305149
MASTL,86.39618824,-0.419494,0.609290071,-0.688496366,0.491140258,0.856216355
CKMT1A,7.447574532,-0.13900442,1.003416832,-0.138531083,0.889820706,0.978994568
LINC01474,2.93808072,0.05616686,0.992790086,0.056574759,0.954883942,NA
CCZ1B,51.3465176,0.063914289,0.752450774,0.084941489,0.932307908,0.986826208
PCBP2-OT1,6.128559131,-0.660098742,0.870044949,-0.758694988,0.448035036,NA
C5orf63,176.1407223,-0.776670877,0.701077484,-1.107824591,0.267937578,0.710725234
FAM173A,60.42248362,-0.065137183,0.816054027,-0.079819694,0.93638066,0.987183906
DDX56,323.0533103,0.003749948,0.354655614,0.01057349,0.991563732,0.998694374
AKAP10,296.8717952,0.410760777,0.375234298,1.094678124,0.273657676,0.71588181
FRG2DP,5.598112012,1.591927243,1.144056916,1.391475564,0.164081264,NA
PKHD1L1,307.5734322,-0.679151819,0.804837144,-0.84383757,0.398760178,0.807929957
B3GALT4,27.88222421,0.482850644,1.28530138,0.375671147,0.707161391,0.934115261
SLC39A2,16.79621371,0.012555856,1.271614086,0.009873951,0.992121855,0.998878011
LOC101927502,5.329922306,1.203812323,1.035428177,1.16262272,0.244982608,NA
TMEM25,128.7732483,-0.106736352,0.573253351,-0.186194031,0.852292604,0.968973768
PCGF5,404.0083627,0.029989586,0.481096786,0.062335869,0.950295365,0.989943235
ANKH,255.9326577,0.142597553,0.476404119,0.299320572,0.764695459,0.94805247
PSTK,52.62229255,-1.099939171,0.89165616,-1.233591176,0.217355283,0.661325133
ACBD6,248.7232781,0.01105504,0.446809003,0.024742205,0.98026059,0.995827801
CAMK2A,163.0944335,0.239744248,0.928029368,0.25833692,0.796146895,0.956408635
USP3-AS1,15.11850873,-0.304761841,1.101845691,-0.276592125,0.782093313,0.952204439
MAN2C1,623.2592742,-0.266631871,0.357370461,-0.746093759,0.455610779,0.840880757
IMPG2,128.0502106,0.2672994,0.860167955,0.310752567,0.755988731,0.946728115
LRRC8C,132.6335003,0.673446473,0.600227577,1.121985224,0.261868723,0.703876893
HAS2,39.39347255,-0.24410985,0.987030672,-0.24731739,0.804662601,0.957854086
CNIH4,118.1954962,0.069337736,0.604845174,0.114637166,0.90873272,0.982515946
TMEM26,69.12315963,-0.124198447,0.742666816,-0.167233064,0.867186669,0.972286937
PTPN12,535.1429154,0.51558835,0.386747507,1.333139425,0.182486053,0.623404867
DNAJB12,326.7483759,-0.03658742,0.438276243,-0.083480272,0.933469663,0.987093785
TAF1B,136.5579167,0.148234043,0.584715486,0.253514823,0.799870408,0.957056102
YY2,22.05217024,0.333405103,0.80595209,0.413678564,0.679109528,0.925289725
CTDNEP1,271.4113938,0.616864086,0.449971489,1.370895938,0.170407398,0.609025515
TLL2,201.6491716,-1.286895117,0.820644137,-1.568152453,0.116845558,0.524327098
ASAP3,290.1987208,0.051136549,0.338109451,0.151242589,0.879784356,0.976086742
PDPN,30.87906746,-0.07331318,1.07313259,-0.068316982,0.945533306,0.988584907
TF,121.8194236,-1.639041958,1.187610481,-1.380117458,0.167550483,0.605450491
A4GALT,249.3871564,0.157830737,0.428034771,0.368733448,0.712326415,0.936768641
LOC100132078,50.99338352,0.106946702,1.093596078,0.097793604,0.922096186,0.985250618
COMMD5,49.6634073,0.185252629,0.850598283,0.217790975,0.827591977,0.963247445
PTEN,1001.750892,0.292169528,0.355920272,0.820884764,0.41171191,0.815686917
PCDHGC3,131.9237886,-0.071913883,0.571752185,-0.125778065,0.899907606,0.980543776
RFTN1,322.010883,0.337130733,0.506712631,0.665329247,0.505839928,0.862684364
AKR1B1,229.6187881,0.060498638,0.766528466,0.078925494,0.937091886,0.987183906
PLS3-AS1,14.47960811,-1.231481783,1.337079542,-0.921023578,0.357038117,0.780668752
ZNF773,37.23490865,1.069485561,0.754412224,1.417640816,0.156295657,0.587175454
LRRTM4,61.64051266,-1.418488603,1.326236355,-1.069559432,0.284817664,0.725845816
NOL4,129.0614053,-1.594155207,1.061930723,-1.501185691,0.13330754,0.555157591
EFCAB6,229.2923339,-0.310653394,0.594591899,-0.522464895,0.601346682,0.900760069
MRPL36,42.39674566,-0.407606131,1.038972903,-0.392316421,0.694824432,0.929521215
KIF25-AS1,6.562878347,0.285069503,1.164938917,0.244707683,0.806682779,NA
EPB41,641.127884,0.434406575,0.320316292,1.356180084,0.175041877,0.616062554
SMIM13,51.30634346,0.095998612,0.751523282,0.127738706,0.898355758,0.980339313
LGALS1,130.4334501,1.314429641,0.787333536,1.669469903,0.09502429,0.485044711
RBMXL1,142.8507007,0.282381005,0.497713946,0.567356022,0.570472322,0.88967244
AR,318.6073617,-0.807627256,0.500315718,-1.614235226,0.106476414,0.50474338
RAB40B,124.1123416,-0.056192487,0.566910697,-0.099120528,0.921042574,0.985064801
ABHD14A,15.13079845,-1.113226328,1.237556442,-0.899535803,0.368367334,0.786762301
HEATR6,188.4791946,-0.362124996,0.582765929,-0.62139013,0.534342965,0.874400513
NRG4,11.09849077,-0.362643388,1.392926221,-0.260346444,0.79459655,0.955915675
GPN2,63.40588585,0.173735588,0.806742234,0.215354521,0.829490925,0.963614891
TTC19,399.4836515,0.1510739,0.434348997,0.347816849,0.727977735,0.940536756
CLCN4,133.8303834,0.223380547,0.744532,0.300028135,0.764155695,0.94805247
LRRC49,96.4457752,-0.103381627,0.780205197,-0.132505689,0.894584324,0.979879706
USP6,299.3516824,-1.218394879,0.783442155,-1.555181671,0.119902808,0.530281571
SMC5-AS1,24.72242857,0.564169451,1.097962214,0.513833212,0.607368606,0.901557067
MOCS3,37.54347864,0.257955567,0.850394127,0.303336487,0.761633442,0.947966971
GLIDR,49.74607649,-0.234174965,0.762713078,-0.30702891,0.758821368,0.947570176
YOD1,144.3184639,0.302009311,0.726108911,0.415928391,0.677462403,0.92430593
CLPP,78.20740135,-0.204858485,0.745312838,-0.274862413,0.783421945,0.952590147
LOC101927181,41.73153452,0.31618116,0.930433873,0.339821206,0.733991178,0.941947399
TARS,347.9839853,-0.054207054,0.410420284,-0.132076937,0.894923438,0.979974593
THUMPD2,93.14666284,0.606461853,0.779188568,0.778324885,0.436377509,0.830913448
MATN2,516.9559851,-0.247196554,0.494997764,-0.499389235,0.617505202,0.905193531
LOC285074,98.68017511,0.382255563,0.722628877,0.528979086,0.596819958,0.899786796
FAM102A,516.6762678,-0.172990724,0.286714415,-0.603355519,0.546272207,0.879056677
DOCK3,420.3575694,-1.177542701,0.65583428,-1.795488183,0.072575954,0.430011982
TFCP2,311.0513431,0.53240514,0.401335821,1.326582659,0.184646775,0.626360116
CD276,180.5213878,0.508194905,0.432140859,1.175993649,0.239597414,0.684033042
CDK4,188.0192357,0.25319188,0.527294577,0.480171599,0.63110538,0.908536323
LINC01530,11.94388045,0.040416966,0.904855844,0.044666746,0.96437294,0.992849302
PNMAL1,116.5130329,-0.035809349,0.594158084,-0.060269059,0.951941344,0.990149201
CCDC144CP,77.44044979,-0.314970962,0.845721946,-0.372428508,0.709573832,0.935643926
ABCG1,227.29903,-0.386133273,0.521588712,-0.740302203,0.459116644,0.842304012
FLVCR2,214.4012119,-0.873888228,0.599594842,-1.457464553,0.144988189,0.573020631
RTN2,66.31459529,-0.419581655,0.58734425,-0.714370925,0.474997846,0.849427323
ZNF853,121.2526004,1.066606945,0.842269248,1.266349149,0.205388108,0.650000698
ELOVL5,328.9300978,-0.175709168,0.475789715,-0.369300056,0.711904084,0.936768641
STK4,480.4530884,-0.210944557,0.403172188,-0.523212073,0.600826681,0.900533928
MMS22L,129.0880659,-0.47264927,0.728164518,-0.649096816,0.5162758,0.866369652
CASC10,30.53085221,0.065460005,0.943640764,0.069369624,0.944695407,0.988450336
HPSE2,174.8826364,-1.688509663,0.93252382,-1.810687971,0.070189166,0.423842152
SSBP2,165.090727,0.404553136,0.741169415,0.545830856,0.585182211,0.895758337
NDUFV2-AS1,11.3737941,0.621629491,1.01955611,0.609706013,0.542056571,0.878082774
MIR22HG,146.0396888,0.130122574,1.09152519,0.1192117,0.905107637,0.981843018
STX16-NPEPL1,11.99118238,0.532625719,1.054173808,0.505254176,0.613380323,0.903211927
GCFC2,228.8012104,0.325237342,0.394039332,0.825393089,0.409148457,0.814185147
ADAM7,77.96133412,-1.734171998,1.247386401,-1.390244432,0.164454666,0.599750828
ANKEF1,160.5991817,-0.993143572,0.758907537,-1.308648977,0.190653283,0.631392617
LOC401177,22.98976226,-1.803187551,1.232263859,-1.46331286,0.14338179,0.571276675
RITA1,66.05642974,0.044050854,0.872644675,0.050479715,0.959740114,0.991623617
RSPO3,129.9713534,-0.688666474,0.79522087,-0.866006539,0.386486576,0.799637362
FHL5,70.01471679,-0.317916522,0.941087917,-0.33781809,0.735500277,0.942378414
PCDHGA6,51.92588363,0.28532871,0.863683005,0.33036277,0.741125869,0.944419156
DENND2C,116.4991148,1.055529563,0.700640277,1.506521389,0.131933381,0.551926789
PEG10,303.5304432,-0.315621855,0.896406234,-0.352096898,0.724765594,0.939521528
SCARNA21,1417.878991,0.727098801,0.684019759,1.062979237,0.287791367,0.728239783
ASUN,266.1284098,-0.622670891,0.562073343,-1.107810749,0.267943557,0.710725234
ART1,6.272621039,1.031815042,1.117472309,0.923347302,0.355826245,NA
FDX1L,66.92572572,-0.13530727,0.758092391,-0.178483879,0.858342981,0.970078977
MYH4,255.7650919,-1.689360531,1.119007391,-1.509695596,0.131121115,0.550580435
PTPN9,274.9425285,-0.236443789,0.404797659,-0.584103648,0.559150581,0.885562246
STMN1,313.7186265,1.150297553,0.511421354,2.249216901,0.0244987,0.249151653
EYA2,133.8313956,-0.670463048,0.779622094,-0.859984668,0.389797494,0.801956283
KCTD15,226.4980604,-0.185741804,0.436299613,-0.425720761,0.670311332,0.921860364
ZBED9,24.43426246,-1.206619162,1.08326116,-1.113876512,0.265332167,0.708583465
C11orf31,194.4411234,0.313666251,0.432461407,0.725304607,0.46826518,0.84713272
LINC00955,46.60673729,-0.353384724,1.250437392,-0.28260889,0.777476664,0.951347106
GLYCTK,172.5542727,-0.073461564,0.571307409,-0.128585002,0.897686034,0.980339313
LOC400684,5.912113991,0.55463884,1.073145869,0.516834529,0.605271674,NA
MTA3,205.8042571,0.428166302,0.5424971,0.789250859,0.429965402,0.825888217
MAPK8IP3,1231.463576,-0.437528902,0.341324723,-1.281855292,0.199893414,0.643124004
NIP7,84.69053233,0.472236584,0.501658874,0.941350007,0.346525524,0.773581987
LOC101927641,29.73553311,-2.964308615,1.271303973,-2.331707191,0.0197161,0.221908415
MAD2L1BP,44.04792485,0.280725716,0.840620685,0.333950522,0.738416895,0.943835429
RPL36,339.4684239,0.089649388,0.650182325,0.137883459,0.890332523,0.978994568
GAA,484.4593918,-0.090902116,0.436162232,-0.208413544,0.834906082,0.964424364
TMCC1-AS1,31.7879387,0.073274119,0.843969758,0.086820787,0.930813964,0.986457214
LOC100507006,27.82878784,-1.143133851,1.015433001,-1.125759996,0.260267121,0.702698604
ARMC6,102.3799254,0.220885642,0.757038151,0.291776104,0.770457817,0.950055372
SPRY4-IT1,13.21632727,1.083966792,1.085773088,0.998336397,0.318116264,0.750514428
PRMT7,176.245687,0.258035621,0.489874925,0.526737761,0.598375709,0.90035827
PDZD3,166.7225383,-0.876048793,0.781186723,-1.121433286,0.262103474,0.704275949
MSTN,6.141769631,-0.913245025,1.15911107,-0.787883965,0.430764582,NA
GRIA1,260.6898648,-2.206086179,1.137321899,-1.939720128,0.052413712,0.371971817
TMEM86A,109.4981984,-0.008727607,0.613548962,-0.014224793,0.98865064,0.998121257
PLOD1,404.7695406,-0.270275693,0.320341465,-0.843711236,0.398830787,0.807929957
PRODH2,234.3451496,-1.264669775,0.948388232,-1.333493745,0.182369827,0.623404867
BTBD6,156.4608088,0.507655002,0.605342494,0.838624428,0.401680098,0.809253522
LINC00883,128.8150856,-1.024391133,0.831470605,-1.232023269,0.217940392,0.661325133
LOC285762,10.72259816,-1.581067439,1.344789369,-1.175698943,0.239715201,0.684033042
NDN,57.27416708,0.728267815,0.860175544,0.846650222,0.397190112,0.806966083
ZNF682,46.12952938,0.553636058,0.770672821,0.718380152,0.472522921,0.849002152
NEK11,221.2973902,-0.439558067,0.556325343,-0.790109731,0.429463687,0.825280535
ALOX5AP,23.09642437,-0.077820379,1.077005802,-0.07225623,0.942397997,0.98776475
DLG2,374.5804182,-1.693574868,0.691092205,-2.450577297,0.014262734,0.184860194
FKBP10,228.1210318,-0.075194714,0.641481892,-0.117220323,0.906685463,0.982076816
BMP10,108.2258284,-1.270243445,1.202030917,-1.056747732,0.290626734,0.730449339
CPSF3L,402.298594,-0.114237052,0.339919791,-0.336070611,0.736817619,0.943134194
EMC9,28.72018955,0.550229429,0.929702313,0.591833989,0.553961761,0.883154666
JADE3,178.3973788,-0.632690648,0.53911037,-1.173582783,0.240562181,0.684922425
KATNAL1,225.8355165,0.49336451,0.586564608,0.841108555,0.400287123,0.809023049
CDC42EP2,73.23474861,0.120993408,0.701632606,0.172445533,0.863087278,0.971625104
BRD8,893.9154856,-0.200386107,0.374350704,-0.535289784,0.59244949,0.898192656
MAB21L2,26.7591718,1.39067396,1.018312857,1.365664737,0.172044217,0.611836702
LOC100506860,5.014288668,-1.677199253,0.945610138,-1.773668857,0.076117941,NA
MKRN7P,52.3366103,-0.413154167,1.048909911,-0.393889087,0.693662928,0.929521215
ESRP1,140.8387102,0.299047765,0.859586525,0.347897224,0.72791737,0.940536756
AGPAT1,166.339659,0.224924339,0.970229878,0.231825822,0.8166733,0.960461321
RAD21,1076.214864,0.075374747,0.303196976,0.248599931,0.803670262,0.957647139
TAGLN,1111.07842,0.297775581,0.562430745,0.529443997,0.596497484,0.899786796
AAAS,170.3085893,-0.222127638,0.447078645,-0.496842424,0.619300176,0.905331265
AP5S1,46.04342456,-0.090932766,0.687222714,-0.132319209,0.894731814,0.979941401
AMDHD1,37.52893428,-1.576133069,0.977743868,-1.61201018,0.106959724,0.505584938
UNC45A,425.3582571,0.027168972,0.319065224,0.08515178,0.932140725,0.986755028
ATP2A2,1862.347217,0.503607736,0.347963369,1.44730101,0.147812636,0.576040738
RBMS3-AS3,27.56287786,-1.298284389,1.376246079,-0.943351926,0.345500924,0.773266751
TMEM150B,21.60614705,-0.633815547,0.981563462,-0.645720395,0.51846045,0.866991546
ADORA1,82.07260261,-0.510771485,0.78150919,-0.653570671,0.513388445,0.865256756
NGDN,241.7015332,0.021172903,0.486548333,0.043516546,0.965289775,0.99299591
CNNM4,144.7336717,-0.012839591,0.671836383,-0.019111187,0.984752407,0.996762858
EBAG9,166.4357031,0.466061826,0.620556406,0.751038618,0.452629415,0.839896932
CUL7,473.4461106,-0.629571282,0.300103391,-2.097847944,0.03591858,0.303128253
SCN3A,180.8082974,-0.743800243,0.634538444,-1.172190984,0.241120387,0.685070998
LRRC4,38.27656511,-0.355580772,0.900714242,-0.394776451,0.693007876,0.929453676
LHFP,363.1776155,0.257363803,0.656083854,0.392272728,0.694856712,0.929521215
OLFML2A,167.7044232,-0.154254597,0.716426354,-0.21531117,0.829524721,0.963614891
KLF13,372.0466529,0.318652288,0.808707239,0.394026754,0.693561287,0.929521215
RAD51,13.1348567,1.417248791,1.048537613,1.351643254,0.176489466,0.61655395
NMRK2,42.13909742,2.451109247,1.299461572,1.88624989,0.059261288,0.393264388
SHE,319.760872,-0.770937574,0.57106763,-1.349993473,0.177018077,0.617321882
ELL,281.2615759,-0.271965829,0.517397141,-0.525642311,0.599136753,0.90035827
OSBPL11,143.6690886,-0.464649652,0.563884053,-0.824016302,0.409930295,0.814185147
TIMM8A,37.4986554,0.093205639,1.023619492,0.091054967,0.927448915,0.986072757
CLDN5,90.5630103,0.487954692,0.781731129,0.624197596,0.532497825,0.874035114
DPY19L2P4,21.58742978,0.242760058,0.99649754,0.243613304,0.807530323,0.958159296
POP1,138.6164788,-0.262242988,0.644749606,-0.406736174,0.684201769,0.926710891
C9orf47,106.1131551,-1.065464823,0.744962575,-1.430225973,0.152652173,0.582864485
TMEM154,32.10635356,0.405452247,0.758180913,0.53476979,0.592809056,0.898192656
MTHFSD,127.356473,-0.112294864,0.608369224,-0.184583407,0.853555801,0.969182381
CORO1C,409.1967372,0.162156095,0.434041148,0.373596134,0.70870481,0.935291892
LOC101927701,8.578261607,-0.817214277,1.263550871,-0.646760092,0.517787225,0.866706128
KCNT2,146.307363,-0.83928197,0.754890444,-1.111793077,0.266227129,0.709399605
MPV17,69.39755717,0.152556273,0.866751761,0.176009187,0.860286725,0.970838652
EIF2S1,243.172337,0.184936945,0.569810705,0.324558566,0.74551519,0.944654089
C22orf39,110.0841012,0.825602738,0.792187942,1.042180389,0.297328053,0.73432146
LUZP1,664.8645916,-0.302885244,0.240380938,-1.260021893,0.207661465,0.652386033
AHCTF1P1,82.94051534,0.066788309,0.87490036,0.076338189,0.939150044,0.987183906
WASF3,200.9329858,0.34724416,0.60052842,0.578231019,0.563108159,0.886482847
POLG2,71.36873459,0.734291804,0.593012156,1.238240729,0.215626814,0.65957223
ZBTB18,215.9449501,0.236346227,0.491602096,0.480767331,0.630681871,0.908527474
HSD17B7,57.5523982,-1.229942539,0.952617473,-1.291119021,0.196662409,0.63855463
ZFC3H1,1161.902763,0.377131031,0.250266992,1.506914786,0.131832501,0.551851435
CDK6,481.4149251,0.178081366,0.362396182,0.491399676,0.623143793,0.906219108
NOX1,10.50026279,3.330339062,1.326554338,2.51051839,0.012055404,0.169647482
SGCG,6.134454343,0.192901931,1.159147425,0.166417081,0.867828733,NA
CPSF7,459.2458379,0.000992211,0.318375844,0.003116478,0.997513414,0.999341005
FOS,473.8404114,-0.455098773,0.803683718,-0.566266011,0.571212962,0.889846965
HPGD,60.5389769,-0.62873165,1.089635473,-0.577010997,0.563932027,0.886909572
CD226,142.8030256,-1.322553771,0.794608099,-1.664410131,0.096030497,0.486722591
STAT4,147.313606,-1.594998631,0.800172187,-1.99331926,0.046226499,0.347764151
LINC01182,10.81660635,-0.999379183,0.958147868,-1.043032309,0.296933329,0.734053199
SLAMF8,43.70640648,-0.183851345,1.02935705,-0.178607943,0.858245557,0.970078977
SETD7,634.9175336,-0.047148593,0.460907162,-0.102295205,0.918522361,0.984705841
PPP1R12B,1344.495721,-0.237860675,0.373972768,-0.636037421,0.524752032,0.87049202
CERS3,20.08424988,1.367367663,1.039613897,1.315264895,0.188420892,0.628855125
LOC103344931,80.88444904,0.19574121,0.642575626,0.304619724,0.760655796,0.947608283
FAM227B,30.1748827,-0.438544776,0.93442202,-0.469321963,0.638839519,0.910858585
DNM3OS,209.4658913,0.273264409,0.715547628,0.381895486,0.702538889,0.93306463
LOC101927348,31.71759859,-0.036059917,1.363374465,-0.026449019,0.978899197,0.995641667
LYSMD2,55.31030012,0.324212268,0.704753529,0.460036389,0.645490102,0.913455097
FRMD1,171.8512404,-0.974201164,0.686365257,-1.419362584,0.155793335,0.586243669
MMACHC,47.76214123,-0.596750205,0.744421273,-0.801629705,0.422767189,0.821218184
HELLS,174.7699852,0.252750847,0.650846538,0.388341694,0.697763186,0.931458708
RFX3,279.8486441,-0.307267685,0.502164794,-0.611886154,0.540613083,0.877529768
C17orf97,71.32857965,0.058797025,0.665479769,0.088352837,0.929596245,0.986253485
SPATA9,48.80042207,1.235694847,0.923059427,1.338694791,0.180670053,0.620715414
BATF2,59.14292617,-1.418215159,0.74466339,-1.904505013,0.056844444,0.38730664
SLC4A10,111.3055487,-1.615719769,1.295760987,-1.246927316,0.21242415,0.656135353
FERD3L,11.30763166,3.530597027,1.477558432,2.389480477,0.016872221,0.20279526
DPH1,154.6172336,0.148465037,0.555100087,0.267456339,0.789117827,0.954185036
ATG14,214.3826183,-0.180567922,0.477629657,-0.378050063,0.705393404,0.933649586
SYDE1,142.7539927,-0.297321973,0.516342309,-0.575823378,0.56473457,0.887292409
