ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa04144	Endocytosis	31/964	250/8586	0.304039388764871	0.731946676656172	0.628229536239305	1213/3482/9372/1601/56288/1956/27128/84612/4193/28964/6455/868/138429/5337/5868/26052/3135/409/26119/382/9744/29082/254122/2870/3560/9727/23362/3310/859/3949/116987	31
hsa05030	Cocaine addiction	7/964	49/8586	0.308905027788998	0.738192161995768	0.633590033777744	4128/64764/4790/7054/5568/2771/116443	7
hsa05032	Morphine addiction	12/964	91/8586	0.321869261447944	0.762567743060532	0.654511585136975	5579/2556/59345/2550/5144/112/409/113/5568/2870/2771/50940	12
hsa05213	Endometrial cancer	8/964	58/8586	0.324115034322579	0.762567743060532	0.654511585136975	1495/1956/1950/842/581/8312/1647/6932	8
hsa05144	Malaria	7/964	50/8586	0.327725791275197	0.762567743060532	0.654511585136975	7057/7412/7040/7043/6382/1311/958	7
hsa00061	Fatty acid biosynthesis	3/964	18/8586	0.329001915601074	0.762567743060532	0.654511585136975	2180/23205/2194	3
hsa00513	Various types of N-glycan biosynthesis	6/964	42/8586	0.330837082373954	0.762567743060532	0.654511585136975	4121/84061/338707/56052/64377/57134	6
hsa00592	alpha-Linolenic acid metabolism	4/964	26/8586	0.333213612166371	0.762636788408947	0.654570846731566	51/30/50487/64600	4
hsa05222	Small cell lung cancer	12/964	92/8586	0.335760071800141	0.763091072273048	0.654960758388203	3655/7709/842/1869/581/3908/4790/79444/1647/7186/1285/1288	12
hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	2/964	11/8586	0.354849942190876	0.800876605639129	0.687392066378524	154807/2677	2
hsa04921	Oxytocin signaling pathway	19/964	154/8586	0.366801079333628	0.820287059034003	0.704052050668861	3709/5331/5330/5579/1956/60/4776/3708/112/1827/3761/113/5568/27092/2771/85366/6262/6263/786	19
hsa04910	Insulin signaling pathway	17/964	137/8586	0.368498186519891	0.820287059034003	0.704052050668861	10891/5573/868/10603/3667/253314/5105/2203/8651/5568/5106/5260/5837/8789/3991/2194/6517	17
hsa00980	Metabolism of xenobiotics by cytochrome P450	10/964	78/8586	0.378337792808636	0.836461106549705	0.717934229103391	128/873/1549/2938/79799/2939/1577/3290/127/1555	10
hsa01521	EGFR tyrosine kinase inhibitor resistance	10/964	79/8586	0.39407372432518	0.861293649494012	0.739247990658828	6774/5579/1956/1950/2549/5159/581/253314/5336/3791	10
hsa00140	Steroid hormone biosynthesis	8/964	62/8586	0.394870011614178	0.861293649494012	0.739247990658828	3291/1585/79799/1584/3292/1577/3290/1588	8
hsa00250	Alanine, aspartate and glutamate metabolism	5/964	37/8586	0.402899629951832	0.862082341715821	0.739924924873498	2746/64902/445/18/8659	5
hsa05216	Thyroid cancer	5/964	37/8586	0.402899629951832	0.862082341715821	0.739924924873498	581/4914/1647/6932/7170	5
hsa04668	TNF signaling pathway	14/964	114/8586	0.403189279817861	0.862082341715821	0.739924924873498	64764/6885/8986/182/8717/9252/7412/6300/4790/192111/2920/7186/7133/6352	14
hsa05226	Gastric cancer	18/964	149/8586	0.407854337068305	0.866357251942477	0.743594078590304	1495/1956/1950/2549/5243/1869/581/7040/8312/1647/9965/7043/6469/7475/89780/2246/6932/1015	18
hsa05217	Basal cell carcinoma	8/964	63/8586	0.412690957604357	0.870938709229974	0.747526341525322	8643/581/8312/1647/6469/7475/89780/6932	8
hsa05218	Melanoma	9/964	72/8586	0.419692529862553	0.880000465840836	0.755304043555698	1956/1950/4193/5159/1869/581/1647/9965/2246	9
hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	3/964	21/8586	0.424804879633247	0.885010165902598	0.759603867090489	29940/51363/55501	3
hsa04120	Ubiquitin mediated proteolysis	17/964	142/8586	0.427783914185995	0.885539949748079	0.760058580350578	9354/9320/10075/7428/9040/8916/10273/119504/4193/1642/868/79444/51588/8651/11065/9039/9820	17
hsa01524	Platinum drug resistance	9/964	73/8586	0.436375663369654	0.894687872615594	0.767910238844153	5429/842/4193/581/4437/27113/2938/2939/1244	9
hsa04931	Insulin resistance	13/964	108/8586	0.439174990185069	0.894687872615594	0.767910238844153	10891/6774/64764/5579/5465/3667/4790/200186/5105/5106/5837/5581/6517	13
hsa05166	Human T-cell leukemia virus 1 infection	26/964	222/8586	0.440461721903061	0.894687872615594	0.767910238844153	64764/292/2114/119504/811/7514/3111/83660/3718/4776/8295/1869/581/7538/112/4790/7040/200186/7043/3135/958/1958/113/5568/4487/3560	26
hsa04380	Osteoclast differentiation	16/964	135/8586	0.448916992679208	0.901753586537151	0.773974738242413	3709/6885/3708/11027/6300/4790/7040/7186/10859/11025/5336/8651/23547/2534/487/27035	16
hsa04061	Viral protein interaction with cytokine and cytokine receptor	12/964	100/8586	0.449489480058519	0.901753586537151	0.773974738242413	3572/643/9547/2920/8740/6363/10803/7133/3560/6352/5473/5196	12
hsa04916	Melanogenesis	12/964	101/8586	0.463743075681935	0.923756443132424	0.792859781150096	64764/5331/5330/5579/112/7475/89780/113/6932/5568/1910/2771	12
hsa04623	Cytosolic DNA-sensing pathway	9/964	75/8586	0.469568572666523	0.923756443132424	0.792859781150096	51082/4790/3661/55703/84265/3665/5437/6352/11128	9
hsa05214	Glioma	9/964	75/8586	0.469568572666523	0.923756443132424	0.792859781150096	5579/1956/1950/4193/5159/1869/581/1647/5336	9
hsa03083	Polycomb repressive complex	10/964	84/8586	0.472727461524688	0.923756443132424	0.792859781150096	121536/64319/51460/648/55777/55252/22955/8535/84108/9212	10
hsa04672	Intestinal immune network for IgA production	6/964	49/8586	0.476621998437932	0.923756443132424	0.792859781150096	3111/7040/8174/958/3695/10803	6
hsa05142	Chagas disease	12/964	102/8586	0.477944091748131	0.923756443132424	0.792859781150096	5331/5330/811/3827/5054/6300/4790/7040/7043/2769/6352/2771	12
hsa00240	Pyrimidine metabolism	7/964	58/8586	0.48035335042886	0.923756443132424	0.792859781150096	1890/377841/56953/1807/51733/221264/5169	7
hsa04720	Long-term potentiation	8/964	67/8586	0.48342147935909	0.924188122304142	0.793230291208414	3709/5331/5330/5906/5579/3708/5568/2911	8
hsa00052	Galactose metabolism	4/964	32/8586	0.490955594899471	0.92533466572765	0.794214368964623	2595/5213/8972/93432	4
hsa04215	Apoptosis - multiple species	4/964	32/8586	0.490955594899471	0.92533466572765	0.794214368964623	842/581/27113/79444	4
hsa05418	Fluid shear stress and atherosclerosis	16/964	139/8586	0.497853313445333	0.92533466572765	0.794214368964623	6885/60/7412/6300/4790/6382/51588/2938/3791/445/1843/5880/2939/859/3162/27035	16
hsa04370	VEGF signaling pathway	7/964	59/8586	0.499025241301201	0.92533466572765	0.794214368964623	5579/842/8877/6300/5336/3791/5880	7
hsa05169	Epstein-Barr virus infection	23/964	202/8586	0.505021214379064	0.92533466572765	0.794214368964623	6774/6885/811/842/22938/4193/3111/8717/3718/1869/581/6300/4790/377841/3661/1647/7186/3665/3135/958/5336/3516/1380	23
hsa04625	C-type lectin receptor signaling pathway	12/964	104/8586	0.506121182558637	0.92533466572765	0.794214368964623	23365/3709/1960/64170/4193/868/4776/3708/6300/4790/5336/338339	12
hsa00730	Thiamine metabolism	2/964	15/8586	0.514721727854107	0.92533466572765	0.794214368964623	250/205	2
hsa05170	Human immunodeficiency virus 1 infection	24/964	212/8586	0.5157360250605	0.92533466572765	0.794214368964623	3709/6885/200316/5579/59345/811/842/130340/8717/1642/4776/581/3708/6300/4790/3661/7186/3135/140564/5336/7133/5880/494551/2771	24
hsa04913	Ovarian steroidogenesis	6/964	51/8586	0.516954133278361	0.92533466572765	0.794214368964623	112/113/5568/3292/1588/3949	6
hsa04978	Mineral absorption	7/964	60/8586	0.517478117117008	0.92533466572765	0.794214368964623	481/476/6546/6569/340024/140803/3162	7
hsa04721	Synaptic vesicle cycle	9/964	78/8586	0.518527641335084	0.92533466572765	0.794214368964623	1213/6512/2054/26052/6572/10497/6534/6540/6857	9
hsa04142	Lysosome	15/964	132/8586	0.521536564254861	0.92533466572765	0.794214368964623	1657/1213/3482/8546/3916/130340/1512/410/5476/22901/1508/768239/2581/7805/5641	15
hsa04728	Dopaminergic synapse	15/964	132/8586	0.521536564254861	0.92533466572765	0.794214368964623	4128/3709/64764/5331/5330/5579/59345/28227/3708/6300/409/7054/5568/2771/2892	15
hsa03015	mRNA surveillance pathway	11/964	97/8586	0.534008956134371	0.92533466572765	0.794214368964623	8106/26019/65109/26528/28227/4440/9939/642843/390748/56903/2521	11
hsa04070	Phosphatidylinositol signaling system	11/964	97/8586	0.534008956134371	0.92533466572765	0.794214368964623	3709/5331/5330/113026/5579/3708/5305/1609/5336/51196/3706	11
hsa04666	Fc gamma R-mediated phagocytosis	11/964	97/8586	0.534008956134371	0.92533466572765	0.794214368964623	4651/1793/5579/27040/8877/7409/5337/382/5336/5880/5581	11
hsa05204	Chemical carcinogenesis - DNA adducts	8/964	70/8586	0.534998479018872	0.92533466572765	0.794214368964623	873/1549/2938/79799/2939/1558/1577/3290	8
hsa00590	Arachidonic acid metabolism	7/964	61/8586	0.535679933397906	0.92533466572765	0.794214368964623	873/2053/50487/4056/64600/1558/1555	7
hsa04975	Fat digestion and absorption	5/964	43/8586	0.538117697915464	0.92533466572765	0.794214368964623	38/8694/50487/64600/2168	5
hsa05017	Spinocerebellar ataxia	16/964	143/8586	0.545853763249595	0.929132092930179	0.797473699195133	9698/55102/3709/5331/5330/292/5579/3708/4800/7186/6310/3516/116443/487/2911/2892	16
hsa00360	Phenylalanine metabolism	2/964	16/8586	0.550448267699364	0.929132092930179	0.797473699195133	4128/5053	2
hsa00430	Taurine and hypotaurine metabolism	2/964	16/8586	0.550448267699364	0.929132092930179	0.797473699195133	2329/2330	2
hsa04622	RIG-I-like receptor signaling pathway	8/964	71/8586	0.551761519801614	0.929132092930179	0.797473699195133	6885/9140/8717/6300/4790/3661/7186/3665	8
hsa05161	Hepatitis B	18/964	162/8586	0.556549103054218	0.932363188106294	0.800246946876657	6774/64764/6885/5579/1960/842/3718/1642/4776/1869/581/6300/4790/7040/3661/7043/3665/6775	18
hsa00564	Glycerophospholipid metabolism	11/964	99/8586	0.562449449722399	0.937415749537331	0.804583558307345	9663/84803/56894/50487/1609/5337/122618/64600/55224/162466/43	11
hsa03250	Viral life cycle - HIV-1	7/964	63/8586	0.571214975991133	0.937688350906307	0.804817531951972	200316/1025/7514/25920/29082/140564/22936	7
hsa03420	Nucleotide excision repair	7/964	63/8586	0.571214975991133	0.937688350906307	0.804817531951972	5430/1642/2068/57804/2071/2072/5437	7
hsa03022	Basal transcription factors	5/964	45/8586	0.580059743653272	0.937688350906307	0.804817531951972	83860/2962/2068/2071/6872	5
hsa05135	Yersinia infection	15/964	137/8586	0.582263330515426	0.937688350906307	0.804817531951972	23365/1793/6885/27040/9138/60/7535/6300/4790/7409/3661/7186/5585/382/5880	15
hsa00230	Purine metabolism	14/964	128/8586	0.583854682392157	0.937688350906307	0.804817531951972	131870/5144/112/377841/5634/56953/2987/205/113/100/221264/5169/5145/50940	14
hsa04722	Neurotrophin signaling pathway	13/964	119/8586	0.585671099730954	0.937688350906307	0.804817531951972	11108/5906/4915/2549/9252/10603/581/3667/4914/6300/4790/7161/5336	13
hsa00040	Pentose and glucuronate interconversions	4/964	36/8586	0.587135353048584	0.937688350906307	0.804817531951972	51084/9365/79799/10327	4
hsa00350	Tyrosine metabolism	4/964	36/8586	0.587135353048584	0.937688350906307	0.804817531951972	128/4128/7054/127	4
hsa04218	Cellular senescence	17/964	156/8586	0.590734382472359	0.937688350906307	0.804817531951972	3709/28996/292/4193/4605/4776/1869/2626/5054/3708/6300/4790/7040/1647/7043/3135/147746	17
hsa05162	Measles	15/964	138/8586	0.594041705883069	0.937688350906307	0.804817531951972	6774/6885/842/8717/3718/868/581/4790/27113/3661/3665/7161/3560/3310/9451	15
hsa00062	Fatty acid elongation	3/964	27/8586	0.597820387054374	0.937688350906307	0.804817531951972	51495/3033/284486	3
hsa01040	Biosynthesis of unsaturated fatty acids	3/964	27/8586	0.597820387054374	0.937688350906307	0.804817531951972	51495/51/30	3
hsa05321	Inflammatory bowel disease	7/964	65/8586	0.605425128128166	0.937688350906307	0.804817531951972	6774/3111/4790/3566/7040/7043/6775	7
hsa05167	Kaposi sarcoma-associated herpesvirus infection	21/964	194/8586	0.605787433118637	0.937688350906307	0.804817531951972	3709/6774/3572/59345/842/8717/4776/1869/581/7538/3708/6300/4790/2920/3661/1827/7186/3665/3135/5336/6932	21
hsa05132	Salmonella infection	27/964	249/8586	0.607859486895743	0.937688350906307	0.804817531951972	1778/2317/79659/4646/6885/64746/79026/388/26999/23207/51429/5420/27128/8717/8677/60/581/6300/4790/7186/5868/5585/382/113457/27072/6932/4633	27
hsa00511	Other glycan degradation	2/964	18/8586	0.616188457064188	0.937688350906307	0.804817531951972	57704/129807	2
hsa01232	Nucleotide metabolism	9/964	85/8586	0.625783146566294	0.937688350906307	0.804817531951972	131870/1890/377841/56953/2987/205/100/221264/5169	9
hsa05340	Primary immunodeficiency	4/964	38/8586	0.631040025092305	0.937688350906307	0.804817531951972	3718/7535/958/100	4
hsa05220	Chronic myeloid leukemia	8/964	76/8586	0.631367859057166	0.937688350906307	0.804817531951972	2122/4193/1869/581/4790/7040/1647/7043	8
hsa05221	Acute myeloid leukemia	7/964	67/8586	0.638145499760317	0.937688350906307	0.804817531951972	6774/7704/4790/1053/11040/6932/1050	7
hsa03040	Spliceosome	23/964	216/8586	0.64019620618472	0.937688350906307	0.804817531951972	26834/26831/23020/26835/26832/9092/151903/101954277/26864/3192/101954273/22938/101954267/101447996/26830/8683/51690/101954276/26828/9939/57461/3310/2521	23
hsa05100	Bacterial invasion of epithelial cells	8/964	77/8586	0.646326232329645	0.937688350906307	0.804817531951972	1495/7414/1793/1213/2549/60/26052/859	8
hsa05140	Leishmaniasis	8/964	77/8586	0.646326232329645	0.937688350906307	0.804817531951972	6885/5579/3111/6300/4790/7040/7043/1917	8
hsa04744	Phototransduction	3/964	29/8586	0.647383643477213	0.937688350906307	0.804817531951972	2979/2978/5145	3
hsa04726	Serotonergic synapse	12/964	115/8586	0.650967763260622	0.937688350906307	0.804817531951972	4128/3709/5331/5330/5579/59345/3708/3359/5568/1843/1558/2771	12
hsa05164	Influenza A	18/964	171/8586	0.651724123602239	0.937688350906307	0.804817531951972	8106/292/5579/842/7514/3111/8717/60/581/4790/3661/3665/5340/23430/6352/642843/390748/4928	18
hsa04612	Antigen processing and presentation	8/964	78/8586	0.660931785586166	0.937688350906307	0.804817531951972	811/3111/4800/3135/8302/1508/5641/3310	8
hsa05031	Amphetamine addiction	7/964	69/8586	0.669249941688929	0.937688350906307	0.804817531951972	4128/64764/5579/7054/5568/116443/2892	7
hsa00591	Linoleic acid metabolism	3/964	30/8586	0.670480071127397	0.937688350906307	0.804817531951972	50487/64600/1558	3
hsa05033	Nicotine addiction	4/964	40/8586	0.671826158184358	0.937688350906307	0.804817531951972	2556/1139/116443/2892	4
hsa01522	Endocrine resistance	10/964	98/8586	0.674106945941517	0.937688350906307	0.804817531951972	182/1956/4193/3714/1869/581/112/6300/113/5568	10
hsa05231	Choline metabolism in cancer	10/964	98/8586	0.674106945941517	0.937688350906307	0.804817531951972	5579/1956/1950/5159/6582/5900/1609/5337/6584/5880	10
hsa00670	One carbon pool by folate	2/964	20/8586	0.674285954522213	0.937688350906307	0.804817531951972	6470/10840	2
hsa03018	RNA degradation	8/964	79/8586	0.675174368836849	0.937688350906307	0.804817531951972	23019/3313/2023/131870/57472/5213/51690/2026	8
hsa00565	Ether lipid metabolism	5/964	50/8586	0.675194971276014	0.937688350906307	0.804817531951972	5168/50487/5337/122618/64600	5
hsa03013	Nucleocytoplasmic transport	11/964	108/8586	0.680297324195577	0.937688350906307	0.804817531951972	5905/26019/79228/7514/65109/348995/9939/55705/4928/1917/57510	11
hsa04350	TGF-beta signaling pathway	11/964	108/8586	0.680297324195577	0.937688350906307	0.804817531951972	9372/6497/7057/4091/353500/4092/2014/7040/7043/9241/268	11
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	9/964	89/8586	0.680984385247611	0.937688350906307	0.804817531951972	6774/1956/1950/27040/7535/6300/4790/5133/29126	9
hsa05202	Transcriptional misregulation in cancer	20/964	193/8586	0.683804587374876	0.937688350906307	0.804817531951972	4299/2313/7709/648/1025/4193/4297/8464/581/4914/7704/4790/1647/1053/958/3695/3560/2521/1050/2892	20
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	7/964	70/8586	0.684166770874491	0.937688350906307	0.804817531951972	1956/28964/6300/4790/2920/5336/6352	7
hsa05230	Central carbon metabolism in cancer	7/964	70/8586	0.684166770874491	0.937688350906307	0.804817531951972	5160/3945/1956/5159/4914/5213/8140	7
hsa04640	Hematopoietic cell lineage	10/964	99/8586	0.686652732033553	0.937688350906307	0.804817531951972	966/3655/921/3111/2323/3566/4311/290/913/1380	10
hsa05207	Chemical carcinogenesis - receptor activation	22/964	212/8586	0.686734277191155	0.937688350906307	0.804817531951972	6774/64764/5579/182/5465/1956/1950/406891/2053/1869/196/112/4790/409/2938/1139/79799/113/5568/2939/2771/1555	22
hsa04979	Cholesterol metabolism	5/964	51/8586	0.692395062362715	0.937688350906307	0.804817531951972	255738/4036/26119/348/3949	5
hsa05310	Asthma	3/964	31/8586	0.692446782207735	0.937688350906307	0.804817531951972	3111/8288/958	3
hsa04621	NOD-like receptor signaling pathway	19/964	186/8586	0.705115632813271	0.950882077445282	0.816141702098785	3709/5331/6885/5330/9140/64170/3708/6300/4790/9051/2920/3661/7186/3665/5585/1508/6352/199713/118429	19
hsa04660	T cell receptor signaling pathway	12/964	121/8586	0.719339994194393	0.96432992159112	0.827683981284686	6885/27040/28227/868/9402/7535/6300/4790/5133/7409/2534/3702	12
hsa00510	N-Glycan biosynthesis	5/964	53/8586	0.724892476613903	0.96432992159112	0.827683981284686	4121/84061/56052/57134/4249	5
hsa00220	Arginine biosynthesis	2/964	22/8586	0.725024274483178	0.96432992159112	0.827683981284686	2746/445	2
hsa00860	Porphyrin metabolism	4/964	43/8586	0.726956402430229	0.96432992159112	0.827683981284686	210/79799/212/3162	4
hsa04130	SNARE interactions in vesicular transport	3/964	33/8586	0.733026382481235	0.967513100298689	0.830416102280656	10228/6810/2054	3
hsa05152	Tuberculosis	18/964	180/8586	0.735309956227004	0.967513100298689	0.830416102280656	23365/3313/64170/842/3916/3111/8877/8717/581/6300/4790/7040/22925/4800/7043/11151/5868/9902	18
hsa04145	Phagosome	15/964	152/8586	0.741083374865786	0.971177809803953	0.833561520965336	1778/79659/7057/3693/811/3916/3111/60/22925/11151/5868/3135/113457/1311/9902	15
hsa03430	Mismatch repair	2/964	23/8586	0.74778654163811	0.973284113581632	0.835369360644963	4437/57804	2
hsa01240	Biosynthesis of cofactors	15/964	153/8586	0.750124991191909	0.973284113581632	0.835369360644963	224/154807/2677/210/250/6470/2356/205/79799/10327/10243/212/53630/221264/53354	15
hsa04710	Circadian rhythm	3/964	34/8586	0.751674807719968	0.973284113581632	0.835369360644963	8553/1454/5187	3
hsa05415	Diabetic cardiomyopathy	20/964	203/8586	0.766709047478282	0.975222272670306	0.837032881806092	6389/5160/5331/5330/292/5579/5465/5166/3667/6300/4790/7137/7040/7043/125965/5880/487/6262/6517/1277	20
hsa05134	Legionellosis	5/964	56/8586	0.768882297833781	0.975222272670306	0.837032881806092	842/4790/2920/3310/1917	5
hsa04977	Vitamin digestion and absorption	2/964	24/8586	0.76891002125351	0.975222272670306	0.837032881806092	158835/8029	2
hsa05203	Viral carcinogenesis	20/964	204/8586	0.774142307893515	0.975222272670306	0.837032881806092	23352/6774/3572/64764/27044/81/1960/22938/4193/8717/3718/1642/581/4790/3661/7186/3665/3135/5568/3516	20
hsa05215	Prostate cancer	9/964	97/8586	0.775372981619247	0.975222272670306	0.837032881806092	64764/1956/1950/842/4193/5159/1869/4790/6932	9
hsa03082	ATP-dependent chromatin remodeling	11/964	117/8586	0.777135252790457	0.975222272670306	0.837032881806092	1107/6605/65980/6595/53615/8932/6601/60/8295/11177/6604	11
hsa05224	Breast cancer	14/964	147/8586	0.782162461930692	0.975222272670306	0.837032881806092	182/1956/1950/3714/1869/581/8312/1647/9965/8648/7475/89780/2246/6932	14
hsa00480	Glutathione metabolism	5/964	57/8586	0.782296594159643	0.975222272670306	0.837032881806092	493869/2938/2878/290/2939	5
hsa05206	MicroRNAs in cancer	31/964	310/8586	0.782506678878974	0.975222272670306	0.837032881806092	4194/6774/7057/648/5579/7078/1956/4193/5243/406891/5159/9252/7430/1869/3667/407017/4790/89780/1943/407018/994/599/113130/5336/8651/406937/406983/406913/5581/3162/3925	31
hsa04110	Cell cycle	15/964	157/8586	0.784191029741402	0.975222272670306	0.837032881806092	7709/119504/4193/1869/1032/7040/1647/7043/8556/23594/9088/994/113130/9212/494551	15
hsa04664	Fc epsilon RI signaling pathway	6/964	68/8586	0.790334598021962	0.975222272670306	0.837032881806092	27040/6300/7409/5336/2534/5880	6
hsa04723	Retrograde endocannabinoid signaling	14/964	148/8586	0.790448188270561	0.975222272670306	0.837032881806092	3709/5331/5330/5579/2556/59345/3708/112/6300/113/5568/2771/2911/2892	14
hsa05160	Hepatitis C	15/964	158/8586	0.792180553799879	0.975222272670306	0.837032881806092	6774/5465/1956/1950/842/8717/1869/581/4790/3661/7186/3665/9080/3949/9451	15
hsa00760	Nicotinate and nicotinamide metabolism	3/964	37/8586	0.801379722724295	0.976806245616035	0.838392405144127	51547/56953/5169	3
hsa05211	Renal cell carcinoma	6/964	69/8586	0.80186647005368	0.976806245616035	0.838392405144127	7428/5906/2549/2034/7040/7043	6
hsa04950	Maturity onset diabetes of the young	2/964	26/8586	0.806565744623481	0.976806245616035	0.838392405144127	3110/389692	2
hsa04141	Protein processing in endoplasmic reticulum	16/964	170/8586	0.808881357349671	0.976806245616035	0.838392405144127	22872/267/8720/10273/4121/84061/9632/5589/811/22926/581/7186/91319/57134/3310/9451	16
hsa00983	Drug metabolism - other enzymes	7/964	80/8586	0.808971537490188	0.976806245616035	0.838392405144127	1890/1549/1807/2938/79799/51733/2939	7
hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	1/964	14/8586	0.811500573281014	0.976806245616035	0.838392405144127	8534	1
hsa05330	Allograft rejection	3/964	38/8586	0.815980268235608	0.978574122422778	0.839909773091615	3111/3135/958	3
hsa04914	Progesterone-mediated oocyte maturation	9/964	102/8586	0.823163620659638	0.980885806766263	0.841893890827723	119504/6793/112/6300/9088/994/113/5568/2771	9
hsa05110	Vibrio cholerae infection	4/964	50/8586	0.828132447855267	0.980885806766263	0.841893890827723	60/5336/1080/5568	4
hsa04550	Signaling pathways regulating pluripotency of stem cells	13/964	143/8586	0.828326018914289	0.980885806766263	0.841893890827723	463/6774/3572/648/3718/84108/7994/6300/8312/7475/89780/6932/79923	13
hsa04213	Longevity regulating pathway - multiple species	5/964	61/8586	0.829980298032991	0.980885806766263	0.841893890827723	3667/112/113/5568/3310	5
hsa04146	Peroxisome	7/964	83/8586	0.83792960593003	0.983985167333317	0.844554070747624	2180/51/84188/2053/1962/30/51179	7
hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	2/964	28/8586	0.838658127234858	0.983985167333317	0.844554070747624	2529/2651	2
hsa04657	IL-17 signaling pathway	8/964	94/8586	0.842791773798759	0.98527815282229	0.845663839669334	6885/8717/6300/4790/2920/7186/225689/3934	8
hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	1/964	16/8586	0.851515781876126	0.991909064909466	0.851355148829177	26301	1
hsa04012	ErbB signaling pathway	7/964	85/8586	0.855216279284254	0.992661752740652	0.852001180489952	2066/5579/1956/1950/2549/868/5336	7
hsa05150	Staphylococcus aureus infection	8/964	96/8586	0.858805091266556	0.993279909827868	0.852531744467644	1672/3111/3875/5340/54474/3861/3866/727	8
hsa05133	Pertussis	6/964	76/8586	0.869254412695619	0.99967963983024	0.858024630137696	6300/4790/3661/2771/725/727	6
hsa03460	Fanconi anemia pathway	4/964	54/8586	0.87049027099064	0.99967963983024	0.858024630137696	5429/9894/2189/2072	4
hsa03410	Base excision repair	3/964	44/8586	0.885640617611504	1	0.8582995951417	11284/57804/4913	3
hsa04136	Autophagy - other	2/964	32/8586	0.88877826974494	1	0.8582995951417	55102/9140	2
hsa04932	Non-alcoholic fatty liver disease	13/964	155/8586	0.900122066646204	1	0.8582995951417	6389/5465/581/3667/6300/4790/7040/7186/125965/51094/1050/9451/9370	13
hsa04917	Prolactin signaling pathway	5/964	70/8586	0.906553363847409	1	0.8582995951417	6774/6300/4790/7054/8651	5
hsa04620	Toll-like receptor signaling pathway	8/964	104/8586	0.910147285160935	1	0.8582995951417	6885/6300/4790/3661/3665/958/6352/51311	8
hsa04137	Mitophagy - animal	5/964	72/8586	0.918769676611965	1	0.8582995951417	89941/84749/1869/192111/9451	5
hsa05020	Prion disease	24/964	272/8586	0.919014689836427	1	0.8582995951417	3709/6389/64764/292/842/581/3708/6300/730/113457/125965/1958/5568/2534/6352/5880/3310/859/116443/729/727/6262/9451/6263	24
hsa04714	Thermogenesis	20/964	232/8586	0.920479572878844	1	0.8582995951417	10891/6605/6389/6595/2180/64764/51780/6601/353500/60/112/6300/6604/125965/57104/113/5568/5592/5346/3991	20
hsa03030	DNA replication	2/964	36/8586	0.924116763381924	1	0.8582995951417	57804/1763	2
hsa04060	Cytokine-cytokine receptor interaction	26/964	297/8586	0.932926086463936	1	0.8582995951417	3572/353500/643/3566/9547/2920/7040/9466/7043/8784/9173/84957/10148/8740/268/958/6363/10803/7293/7133/8718/3560/6352/5473/246778/5196	26
hsa00515	Mannose type O-glycan biosynthesis	1/964	23/8586	0.935616610118556	1	0.8582995951417	27087	1
hsa03060	Protein export	1/964	23/8586	0.935616610118556	1	0.8582995951417	83943	1
hsa04140	Autophagy - animal	13/964	165/8586	0.939215629293547	1	0.8582995951417	23001/55102/57724/6885/6794/9140/3916/3667/3708/27072/5568/1508/9451	13
hsa04630	JAK-STAT signaling pathway	13/964	166/8586	0.942282778864843	1	0.8582995951417	6774/3572/1956/1950/5159/3718/3566/9466/51588/8651/3560/246778/6775	13
hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1/964	24/8586	0.942864722677905	1	0.8582995951417	9348	1
hsa04150	mTOR signaling pathway	12/964	156/8586	0.944532303121713	1	0.8582995951417	57600/6794/5579/9663/9894/3667/253314/220441/7475/89780/8140/79899	12
hsa05320	Autoimmune thyroid disease	3/964	53/8586	0.946541963491773	1	0.8582995951417	3111/3135/958	3
hsa04613	Neutrophil extracellular trap formation	15/964	191/8586	0.952084989671733	1	0.8582995951417	1182/1184/5331/6885/5330/292/5579/60/6300/4790/27180/5336/5880/51311/727	15
hsa04216	Ferroptosis	2/964	41/8586	0.953502514269821	1	0.8582995951417	2180/3162	2
hsa05323	Rheumatoid arthritis	6/964	93/8586	0.95786981824035	1	0.8582995951417	7010/3111/2920/7040/7043/6352	6
hsa05332	Graft-versus-host disease	2/964	42/8586	0.957899229651334	1	0.8582995951417	3111/3135	2
hsa04966	Collecting duct acid secretion	1/964	27/8586	0.960073869112763	1	0.8582995951417	1188	1
hsa04940	Type I diabetes mellitus	2/964	43/8586	0.961896065636509	1	0.8582995951417	3111/3135	2
hsa04650	Natural killer cell mediated cytotoxicity	9/964	132/8586	0.967878014805523	1	0.8582995951417	5579/27040/7535/7409/3135/7462/5336/2534/5880	9
hsa05016	Huntington disease	25/964	306/8586	0.969783281742059	1	0.8582995951417	10891/55102/6389/1213/5430/64764/5331/5330/4294/292/842/9001/581/3708/56171/27113/493869/7186/113457/125965/2878/5437/1767/2892/8701	25
