ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0045582	positive regulation of T cell differentiation	16/904	117/18903	0.000141860551249917	0.00390116515937272	0.00300296387961667	GATA3/RHOA/CD46/ACTB/SMARCA2/TGFBR2/CBFB/HLA-DRA/PTPRC/SOX13/CD86/GLI3/NFKBIZ/MALT1/CD74/IL7R	16
BP	GO:0008360	regulation of cell shape	19/904	154/18903	0.000143293800149559	0.00392097463095808	0.00301821243362936	EZR/RHOA/WDR1/FN1/LST1/DLG1/FAM171A1/GNA13/CDC42SE2/COCH/GAS2/EPB41L3/TPM1/CCL2/ITGB2/HCK/RHOB/CORO1A/RDX	19
BP	GO:0009743	response to carbohydrate	25/904	234/18903	0.000149633929464381	0.00407419114878264	0.00313615249768494	THBS1/TCF7L2/PNPLA3/RHOA/SLC39A14/GPR27/NR1H4/EGR1/CALCRL/TGFBR2/IGF1R/TXNIP/HNF4A/SLC30A8/ICAM1/GLUL/PCK2/SOD2/HMGCS2/SLC12A6/KHK/LPL/HIF1A/PKLR/SLC2A5	25
BP	GO:0005996	monosaccharide metabolic process	26/904	248/18903	0.000151358723212516	0.00409192870346631	0.00314980617135723	GALM/FUT6/ENO1/PPP1R3E/SLC39A14/KBTBD2/HKDC1/INSR/TKFC/PER2/GLYCTK/TFAP2B/ACACB/UXS1/SLC25A10/PCK2/SORD/PDK4/SLC23A1/KHK/PC/NCOA2/DCXR/ERFE/DHDH/RANBP2	26
BP	GO:0034284	response to monosaccharide	23/904	207/18903	0.00015177335554675	0.00409192870346631	0.00314980617135723	THBS1/TCF7L2/RHOA/SLC39A14/GPR27/NR1H4/EGR1/TGFBR2/IGF1R/TXNIP/HNF4A/SLC30A8/ICAM1/GLUL/PCK2/SOD2/HMGCS2/SLC12A6/KHK/LPL/HIF1A/PKLR/SLC2A5	23
BP	GO:0007015	actin filament organization	40/904	454/18903	0.000153681817302348	0.00412317070811177	0.00317385504077044	EZR/CTNNA1/MET/RHOA/NRP1/KANK4/WDR1/CALD1/GSN/DLG1/ACTR2/COTL1/MYO7A/FAM171A1/PHLDB2/ARRB1/ARPC5/CXCL12/CCDC88A/HSP90B1/CYFIP2/GAS2/SPTBN1/NCKAP1/RAPGEF3/ARFIP1/TPM1/NCK1/TWF1/ARPC1B/CDC42/TJP1/HCK/LIMA1/SERPINF2/RHOB/GMFB/CORO1A/RDX/GPR65	40
BP	GO:0071364	cellular response to epidermal growth factor stimulus	9/904	43/18903	0.000163247655744581	0.00432537206787862	0.00332950171425986	PTPN11/FOS/IQGAP1/FOXC1/EGFR/DUSP3/PTPN12/SOX9/COL1A1	9
BP	GO:0043648	dicarboxylic acid metabolic process	14/904	95/18903	0.000163577707294319	0.00432537206787862	0.00332950171425986	IDH1/L2HGDH/ACLY/FTCD/MTHFD2L/GLS/IDH2/NR1H4/GAD1/GLUL/PCK2/DLST/PRODH2/ASPA	14
BP	GO:1901606	alpha-amino acid catabolic process	14/904	95/18903	0.000163577707294319	0.00432537206787862	0.00332950171425986	GLS/DDAH1/GAD1/GCAT/GLUL/ALDH6A1/DLST/TDO2/HIBCH/PRODH2/ASPA/PIPOX/DAO/THNSL2	14
BP	GO:0048017	inositol lipid-mediated signaling	21/904	182/18903	0.000171149583737015	0.00450393641413199	0.00346695354213184	PIK3AP1/EZR/PTAFR/GATA3/PIP5K1B/FN1/KBTBD2/EGFR/NTRK3/INSR/IGF1R/EGF/NPR3/PRR5/PDGFC/PLEKHA1/SOX9/PPP1R16B/NTRK2/ANGPT1/PIK3C2A	21
BP	GO:0009636	response to toxic substance	26/904	250/18903	0.000172278364538566	0.0045120524045815	0.00347320091315346	NFE2L2/TRPM6/FOS/CDK1/S100A9/DHX15/CLDN1/GSTM3/MT1HL1/MT2A/CYGB/MT1F/MT1G/MT1X/PON2/MT1H/MGST1/BPHL/RDH12/MT1E/MT1M/SOD2/SLC23A1/NEFL/HBB/GSTA1	26
BP	GO:0045807	positive regulation of endocytosis	14/904	96/18903	0.000183225754622237	0.00475984138337831	0.003663939147167	MAGI2/ARRB1/INSR/NEDD4L/EGF/CLU/SERPINE1/SCYL2/CDC42/CD14/APELA/SELE/ANGPT1/C3	14
BP	GO:0007162	negative regulation of cell adhesion	30/904	308/18903	0.000183470249686582	0.00475984138337831	0.003663939147167	DUSP1/THBS1/RHOA/PTPN11/UBASH3B/DLG1/PRKAR1A/PHLDB2/CXCL12/DUSP3/KNG1/PLG/CBFB/CD164/PTPRC/SERPINE1/CD86/GLI3/HMGB1/HRG/LAPTM5/CD74/EPHA4/VSIG4/ADAM10/FCGR2B/RDX/ANGPT1/COL1A1/GPNMB	30
BP	GO:0002283	neutrophil activation involved in immune response	6/904	19/18903	0.000186592850730738	0.00481812525361061	0.00370880378373624	PTAFR/DNASE1/SCNN1B/ITGB2/TYROBP/FCER1G	6
BP	GO:0006790	sulfur compound metabolic process	32/904	338/18903	0.000191455856407839	0.00492059444038838	0.00378768054339561	NFE2L2/IDH1/ACLY/SLC1A1/GGT6/MTHFD2L/GNS/GSTM3/ARL6IP5/ACSL4/ACOT6/ACACB/ABHD14B/CHST13/MAT2A/ACSF2/HACD2/SLC25A10/SOD2/B3GNT2/HMGCS2/DLST/PDK4/TDO2/GCDH/PIPOX/DPEP1/ANGPT1/SULT1C4/GSTA3/GSTA1/ACSM2A	32
BP	GO:0050679	positive regulation of epithelial cell proliferation	24/904	224/18903	0.000192730077344528	0.00493030430416234	0.00379515481556764	AR/TCF7L2/NRP1/CCND1/LRG1/CLDN1/EGFR/LAMC1/AGTR1/CXCL12/ITGB3/PTN/EGF/HMGB1/GLUL/FGF9/CDC42/APELA/JUN/SOX9/HMX2/PPP1R16B/MYC/HIF1A	24
BP	GO:0036293	response to decreased oxygen levels	30/904	309/18903	0.00019416495377826	0.00494401502676126	0.00380570879189164	NFE2L2/THBS1/RHOA/FOS/FAM162A/SLC1A1/ENO1/LMNA/P4HB/CXCL12/DDAH1/EGR1/HSP90B1/TGFBR2/NDRG1/CYGB/TFRC/CYBB/ERO1A/ATF2/HSD11B2/EPHA4/SOD2/AQP3/MYC/HIF1A/VCAM1/PLAU/DPP4/PKLR	30
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	18/904	145/18903	0.000196447889338085	0.00494911364611927	0.0038096335090319	PIK3AP1/GATA3/PIP5K1B/FN1/KBTBD2/EGFR/NTRK3/INSR/IGF1R/EGF/PRR5/PDGFC/PLEKHA1/SOX9/PPP1R16B/NTRK2/ANGPT1/PIK3C2A	18
BP	GO:1904407	positive regulation of nitric oxide metabolic process	9/904	44/18903	0.000196612261772137	0.00494911364611927	0.0038096335090319	HSP90AB1/TMEM106A/INSR/DDAH1/CLU/PTX3/SOD2/HSP90AA1/HBB	9
BP	GO:0035633	maintenance of blood-brain barrier	8/904	35/18903	0.000197064707000022	0.00494911364611927	0.0038096335090319	SLC1A1/CLDN1/LAMC1/ACTB/PECAM1/ITGB1/TJP1/ANGPT1	8
BP	GO:0048545	response to steroid hormone	32/904	339/18903	0.000202000964619347	0.00505002411548368	0.00388731042918189	AR/PAQR7/THBS1/PTAFR/IDH1/RHOA/CCND1/FOS/SPP1/KLF9/CLDN1/SLC12A3/NTRK3/ESR1/TGFBR2/IGF1R/TFPI/ADAM9/SCNN1B/CYBB/TXNIP/HSD11B2/TRIM63/EIF4E/SCNN1G/PCK2/HMGCS2/NEFL/ESRRB/PAQR8/NCOA2/COL1A1	32
BP	GO:0050891	multicellular organismal water homeostasis	11/904	64/18903	0.000204521112373661	0.00506958583068905	0.00390236827005385	SFN/MET/CLDN1/SCNN1B/TFAP2B/UGCG/SCNN1G/AQP2/AQP3/CYP26B1/UMOD	11
BP	GO:0042063	gliogenesis	30/904	310/18903	0.000205412560218107	0.00506958583068905	0.00390236827005385	RHOA/MAPK1/PTPN11/CDK1/WDR1/S100A9/S100A8/BOK/NTRK3/NDRG1/KCNJ10/MAL/RRAS2/PTN/LIF/CLU/OLIG1/SOX13/PAFAH1B1/IL6ST/GLI3/ADGRG1/MAPT/EPHA4/IFNGR1/CCL2/SOX9/ASPA/NTRK2/COL3A1	30
BP	GO:0001101	response to acid chemical	17/904	133/18903	0.000205548661862483	0.00506958583068905	0.00390236827005385	RRAGD/PNPLA3/RHOA/EGFR/CPEB3/COL4A1/IGF1R/CYBB/ATF2/GLRB/PDGFC/AQP2/HMGCS2/UMOD/NTRK2/COL1A1/COL3A1	17
BP	GO:0001666	response to hypoxia	29/904	296/18903	0.000211307668076458	0.00516593972437309	0.00397653771701982	NFE2L2/THBS1/RHOA/FOS/FAM162A/ENO1/LMNA/P4HB/CXCL12/DDAH1/EGR1/HSP90B1/TGFBR2/NDRG1/CYGB/TFRC/CYBB/ERO1A/ATF2/HSD11B2/EPHA4/SOD2/AQP3/MYC/HIF1A/VCAM1/PLAU/DPP4/PKLR	29
BP	GO:0042116	macrophage activation	15/904	109/18903	0.000211333897815263	0.00516593972437309	0.00397653771701982	THBS1/CTSC/WNK4/TMEM106A/LBP/PTPRC/CLU/MAPT/CD74/VSIG4/JUN/IFNGR1/ITGB2/TYROBP/FCGR2B	15
BP	GO:0072073	kidney epithelium development	18/904	146/18903	0.000214273391613404	0.00521461793749434	0.00401400829561766	KLHL3/GATA3/HOXB7/MAGI2/WNK4/IQGAP1/FOXC1/DLG1/PECAM1/STAT1/LIF/IRX2/GLI3/TFAP2B/EPHA4/UMOD/SOX9/MYC	18
BP	GO:1905475	regulation of protein localization to membrane	20/904	172/18903	0.000218298499336039	0.00528917068875865	0.00407139607850474	AR/EZR/SLC1A1/GSN/DLG1/EGFR/ACTB/GOPC/PID1/ITGB1/HECTD1/GPC4/PICALM/SPTBN1/KIF5B/KCNE1/GPC5/LYPD1/ITGB2/ADAM10	20
BP	GO:0015833	peptide transport	26/904	254/18903	0.000221975819283429	0.00535467985113534	0.00412182246148638	HNF1A/TCF7L2/PTPN11/ABCC4/CAMK2G/GPR27/S100A8/NR1H4/RAB1A/SNX19/SLC16A1/TAPBP/PER2/FGA/MGST1/HNF4A/TFAP2B/ACSL4/SLC30A8/GLUL/SLC16A10/CD74/SLC13A3/PCK2/HIF1A/RAB8B	26
BP	GO:0002761	regulation of myeloid leukocyte differentiation	16/904	122/18903	0.000232289701929512	0.00557901030835072	0.00429450324596873	FOS/UBASH3B/CASP8/KITLG/LIF/CREB1/CD74/TRIB1/LTF/FBN1/EVI2B/INHBA/TYROBP/MYC/TNFRSF11B/C1QC	16
BP	GO:0008584	male gonad development	18/904	147/18903	0.000233495029786184	0.00558357679923484	0.00429801835148756	AR/CTNNA1/GATA3/CCND1/REN/BOK/FNDC3A/INSR/ESR1/KITLG/CSMD1/ADGRG1/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10	18
BP	GO:0001885	endothelial cell development	11/904	65/18903	0.000235699751993677	0.00561189885699232	0.00431981956034892	EZR/MET/CLIC4/CLDN1/PECAM1/GSTM3/RAPGEF3/ICAM1/TJP1/PPP1R16B/RDX	11
BP	GO:0006869	lipid transport	38/904	433/18903	0.000240785008232982	0.00570826528138535	0.00439399865296304	THBS1/PTPN11/SPP1/WNK4/ABCC4/ESYT2/ATP11A/MSR1/DENND5B/SAR1B/REN/VMP1/CEL/AGTR1/TMEM30A/LBP/ITGB3/EGF/CLU/ABCD3/GRAMD1B/SGPP1/UGCG/PLTP/TPCN2/SCARB2/PLA2R1/SERPINA5/ABCC3/GM2A/LIMA1/INHBA/GULP1/ERFE/ABCA8/MTTP/APOH/RBP7	38
BP	GO:0097529	myeloid leukocyte migration	25/904	242/18903	0.000252677881933374	0.00596449935894231	0.00459123759266334	DUSP1/THBS1/MAPK1/WDR1/IL6R/S100A9/S100A8/PECAM1/CXCL12/LBP/KITLG/SERPINE1/PAFAH1B1/CKLF/HMGB1/CD74/CXCL2/CCL2/ITGB2/UMOD/CXCL8/GP2/CCL20/FCER1G/DPP4	25
BP	GO:0046546	development of primary male sexual characteristics	18/904	148/18903	0.000254203532952226	0.00596466173333891	0.00459136258210318	AR/CTNNA1/GATA3/CCND1/REN/BOK/FNDC3A/INSR/ESR1/KITLG/CSMD1/ADGRG1/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10	18
BP	GO:0061326	renal tubule development	14/904	99/18903	0.000254853728606299	0.00596466173333891	0.00459136258210318	KLHL3/GATA3/HOXB7/WNK4/DLG1/COL4A1/STAT1/LIF/IRX2/GLI3/TFAP2B/UMOD/SOX9/MYC	14
BP	GO:0045860	positive regulation of protein kinase activity	37/904	420/18903	0.000268492476665694	0.00625723992229372	0.00481657779281633	THBS1/TPX2/RHOA/CCND1/SLC1A1/TRAF4/WNK4/IQGAP1/IL6R/HSP90AB1/DDX3X/DLG1/EGFR/NTRK3/INSR/CCDC88A/TNFRSF10B/EGR1/TGFBR2/ITGB3/ADAM9/MAP3K7/KITLG/EGF/PTPRC/CLU/CAB39L/CD86/CAB39/MALT1/TAB2/EPHA4/PDGFC/LTF/HSP90AA1/BMPR1B/ANGPT1	37
BP	GO:0055072	iron ion homeostasis	13/904	88/18903	0.000270568985358264	0.00627902708637322	0.00483334869691734	SLC39A14/ATP6V1A/PICALM/STEAP4/TFRC/SCARA5/LCN2/SOD2/LTF/ACO1/MYC/HIF1A/ERFE	13
BP	GO:0006829	zinc ion transport	7/904	28/18903	0.000273499026788691	0.00632035566108319	0.00486516181222519	SLC1A1/SLC39A14/SLC39A6/SLC39A5/SLC30A8/SLC39A7/SLC30A2	7
BP	GO:0030832	regulation of actin filament length	19/904	162/18903	0.000278127141775643	0.00637374699902516	0.00490626036939315	RHOA/KANK4/WDR1/GSN/DLG1/COTL1/ARPC5/CXCL12/CYFIP2/MYO3B/SPTBN1/NCKAP1/NCK1/TWF1/ARPC1B/HCK/LIMA1/CORO1A/RDX	19
BP	GO:0050792	regulation of viral process	19/904	162/18903	0.000278127141775643	0.00637374699902516	0.00490626036939315	DHX9/KPNA2/GSN/DDX3X/P4HB/STAT1/TRIM38/TOP2A/HMGB1/PTX3/TRIM13/IFIT1/CD74/SLPI/APOBEC3B/LTF/RSAD2/CXCL8/IFI16	19
BP	GO:0010876	lipid localization	41/904	483/18903	0.000280619593589821	0.00640418159644819	0.00492968772840471	THBS1/PTPN11/SPP1/WNK4/ABCC4/ESYT2/ATP11A/MSR1/DENND5B/SAR1B/REN/VMP1/CEL/AGTR1/TMEM30A/LBP/ITGB3/EGF/CLU/ABCD3/GRAMD1B/SGPP1/UGCG/ACACB/PLTP/TPCN2/SCARB2/PLA2R1/SERPINA5/ABCC3/GM2A/LIMA1/INHBA/LPL/GULP1/ERFE/ABCA8/C3/MTTP/APOH/RBP7	41
BP	GO:0048259	regulation of receptor-mediated endocytosis	15/904	112/18903	0.000286016893500613	0.00650038394319575	0.00500374052048485	MAGI2/ARRB1/INSR/LRPAP1/MTMR2/ITGB3/PICALM/EGF/CLU/SERPINE1/SCYL2/APELA/SELE/ANGPT1/C3	15
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	21/904	189/18903	0.000288982446744368	0.00651394859464765	0.00501418205697088	THBS1/PTAFR/DHX9/PTPN11/TMEM106A/NR1H4/LBP/PTPRC/CLU/CYBB/CD86/HMGB1/AKAP12/LY96/CD14/LTF/IFNGR1/TYROBP/LPL/ANGPT1/GPNMB	21
BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	21/904	189/18903	0.000288982446744368	0.00651394859464765	0.00501418205697088	THBS1/PTAFR/DHX9/PTPN11/TMEM106A/NR1H4/LBP/PTPRC/CLU/CYBB/CD86/HMGB1/AKAP12/LY96/CD14/LTF/IFNGR1/TYROBP/LPL/ANGPT1/GPNMB	21
BP	GO:0030099	myeloid cell differentiation	36/904	407/18903	0.000299187182738385	0.00671644695943314	0.00517005735327083	GATA3/HOXB7/PTPN11/FOS/WDR1/UBASH3B/CASP8/HOXB8/FAM20C/FAXDC2/STAT1/TGFBR2/ITGB8/CBFB/MT1G/ETS1/KITLG/LIF/CREB1/PAFAH1B1/TFRC/SFXN1/CD74/TRIB1/CDC42/LTF/JUN/FBN1/EVI2B/INHBA/TYROBP/MYC/HIF1A/TNFRSF11B/IFI16/C1QC	36
BP	GO:0002685	regulation of leukocyte migration	24/904	231/18903	0.000306029252318394	0.0068421174298828	0.00526679355081122	DUSP1/THBS1/PTAFR/RHOA/MAPK1/IL6R/CXCL12/LBP/ITGB3/PTN/KITLG/LYVE1/SERPINE1/HMGB1/ICAM1/CD74/SELE/CCL2/ADAM10/THY1/CXCL8/CCL20/CORO1A/DPP4	24
BP	GO:0150115	cell-substrate junction organization	14/904	101/18903	0.00031495908538292	0.00699708146950442	0.00538607878858312	THBS1/RHOA/NRP1/FN1/PHLDB2/LAMC1/DUSP3/DST/ITGB3/MACF1/HRG/THY1/ITGA6/RAB8B	14
BP	GO:0002456	T cell mediated immunity	15/904	113/18903	0.000315504764443109	0.00699708146950442	0.00538607878858312	GATA3/CTSC/FBXO38/CD46/HLA-DRA/MAP3K7/CLC/PTPRC/HMGB1/SLC22A13/ICAM1/MALT1/RSAD2/FCGR2B/IL7R	15
BP	GO:0055067	monovalent inorganic cation homeostasis	19/904	164/18903	0.000325571868393892	0.00719134649062814	0.00553561637996294	TMEM165/KLHL3/MAPK1/GPR89B/CLIC4/SLC12A3/AGTR1/ATP6V1A/KCNJ10/ATP6V0E2/SCNN1B/TFAP2B/SCNN1G/SLC4A4/RHCG/PDK4/SLC12A6/UMOD/SLC4A9	19
BP	GO:0006749	glutathione metabolic process	10/904	57/18903	0.000332075379405206	0.00728245250332321	0.00560574621404133	NFE2L2/IDH1/SLC1A1/GGT6/GSTM3/ARL6IP5/SOD2/DPEP1/GSTA3/GSTA1	10
BP	GO:0036230	granulocyte activation	9/904	47/18903	0.000332344650606205	0.00728245250332321	0.00560574621404133	PTAFR/DNASE1/SCNN1B/ITGB2/TYROBP/CXCL8/ENPP3/FCER1G/FCGR2B	9
BP	GO:1901654	response to ketone	22/904	205/18903	0.000342444169209726	0.0074459790846876	0.0057316225605002	AR/GNB1/THBS1/PTAFR/CCND1/FOS/SPP1/KLF9/CLDN1/SLC12A3/NTRK3/IGF1R/CREB1/SCNN1B/CYBB/TXNIP/EIF4E/SCNN1G/PCK2/HMGCS2/NEFL/NCOA2	22
BP	GO:0072350	tricarboxylic acid metabolic process	5/904	14/18903	0.000344915806555963	0.0074459790846876	0.0057316225605002	IDH1/ACLY/SLC34A1/IDH2/ACO1	5
BP	GO:1904044	response to aldosterone	5/904	14/18903	0.000344915806555963	0.0074459790846876	0.0057316225605002	SLC12A3/IGF1R/SCNN1B/CYBB/SCNN1G	5
BP	GO:0051259	protein complex oligomerization	25/904	247/18903	0.000345222666653698	0.0074459790846876	0.0057316225605002	BLM/TRPM6/VPS35/ITLN1/TRPM7/CLDN1/BOK/GLS/G3BP2/EHD3/SAMHD1/RRM2/STEAP4/ACACB/SCARA5/MAT2A/TRPM3/KCTD15/CD74/NUDT21/SOD2/AQP2/KCTD12/TDO2/UPB1	25
BP	GO:0008406	gonad development	24/904	233/18903	0.00034767767465804	0.00746963754148132	0.00574983391231347	AR/CTNNA1/IDH1/GATA3/CCND1/FOXC1/REN/BOK/FNDC3A/INSR/ESR1/ADAMTS1/GAS2/KITLG/CSMD1/ADGRG1/PTX3/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10/BMPR1B	24
BP	GO:0140448	signaling receptor ligand precursor processing	8/904	38/18903	0.00036058639716856	0.00771682951138943	0.0059401125923078	REN/BACE2/ERO1A/SLC30A8/ENPEP/ADAM10/CASP1/DPP4	8
BP	GO:0099173	postsynapse organization	19/904	166/18903	0.000379914312598093	0.00807867075109251	0.0062186437819893	VPS35/PDLIM5/NRP1/DLG1/ACTR2/ACTB/NTRK3/INSR/MTMR2/IGF1R/ABHD17C/PAFAH1B1/DNM3/GLRB/EPHA4/CDC42/NEFL/ADAM10/FCGR2B	19
BP	GO:0034341	response to interferon-gamma	17/904	140/18903	0.000380431949915084	0.00807867075109251	0.0062186437819893	JAK1/CD58/GSN/ACTR2/CLDN1/SYNCRIP/STAT1/GBP2/SLC30A8/KIF5B/CD74/CDC42/IFNGR1/CCL2/HCK/CCL20/CASP1	17
BP	GO:0002253	activation of immune response	35/904	397/18903	0.000383539916365182	0.00811334438464808	0.00624533418469944	CFI/EZR/GATA3/MAPK1/CD59/CD46/IGKC/PLPP4/DUSP3/CFB/C1S/MAP3K7/PTPRC/CLU/MNDA/C2/HMGB1/NFKBIZ/LAPTM5/MALT1/COLEC11/VSIG4/PLEKHA1/C1QB/HCK/THY1/HSP90AA1/TYROBP/FPR3/FCER1G/FCGR2B/IFI16/C7/C3/C1QC	35
BP	GO:0045639	positive regulation of myeloid cell differentiation	14/904	103/18903	0.000386812763041835	0.008120115254695	0.0062505461348102	FOS/CASP8/FAXDC2/STAT1/ETS1/KITLG/LIF/CREB1/CD74/TRIB1/EVI2B/INHBA/TYROBP/HIF1A	14
BP	GO:0048144	fibroblast proliferation	14/904	103/18903	0.000386812763041835	0.008120115254695	0.0062505461348102	DHX9/CDK1/FN1/EGFR/ESR1/ITGB3/LIF/CD74/PDGFC/SOD2/JUN/FOSL2/MYC/COL3A1	14
BP	GO:0010720	positive regulation of cell development	29/904	307/18903	0.000389348462306798	0.00814226822314597	0.00626759862076423	CUX1/NRP1/FN1/P4HB/ACTR2/TBC1D24/TGM2/CXCL12/OLFM4/ITGB1/ITGB3/L1CAM/PTN/LIF/FGA/MACF1/PAFAH1B1/IL6ST/GLI3/RASSF10/MAPT/EPHA4/TRIB1/CDC42/NEFL/TYROBP/ASPA/NTRK2/HIF1A	29
BP	GO:0006953	acute-phase response	9/904	48/18903	0.000391908822892552	0.00816476714359484	0.006284917406993	FN1/IL6R/SERPINA1/SERPINA3/LBP/PTGER3/TFRC/CD163/SERPINF2	9
BP	GO:0030104	water homeostasis	11/904	69/18903	0.000403613454261458	0.00837688301297366	0.0064481958809914	SFN/MET/CLDN1/SCNN1B/TFAP2B/UGCG/SCNN1G/AQP2/AQP3/CYP26B1/UMOD	11
BP	GO:0006986	response to unfolded protein	17/904	141/18903	0.000413744899398667	0.00855487573944613	0.00658520769838322	NFE2L2/THBS1/CCND1/HSP90AB1/TRAM1/BOK/HSPH1/HSPA4/TMED2/ERO1A/HSPB8/NCK1/HSPA6/UMOD/DNAJC10/HSP90AA1/UBXN4	17
BP	GO:0016049	cell growth	41/904	493/18903	0.000426889038737586	0.0087698349310886	0.00675067485030399	SFN/PDLIM5/RHOA/NRP1/SPP1/ENO1/FN1/IQGAP1/HSP90AB1/S100A9/DDX3X/S100A8/EGFR/SMARCA2/AGTR1/CXCL12/SLC44A4/KIF26A/CYFIP2/ITGB1/TGFBR2/FRZB/L1CAM/NEDD4L/SLC25A33/EIF4G1/SYT17/MACF1/PAFAH1B1/EPB41L3/HNF4A/PRR5/HRG/MAPT/NANOS1/CDC42/SOX9/ADAM10/INHBA/HSP90AA1/SEMA6D	41
BP	GO:1902903	regulation of supramolecular fiber organization	34/904	384/18903	0.000427330138460317	0.0087698349310886	0.00675067485030399	TPX2/MET/RHOA/NRP1/KANK4/WDR1/GSN/DLG1/COTL1/PHLDB2/ARPC5/CXCL12/CCDC88A/CYFIP2/SLAIN2/SPTBN1/NCKAP1/RAPGEF3/CLU/ARFIP1/TPM1/NCK1/MAPT/TWF1/ARPC1B/CDC42/TJP1/HCK/LIMA1/SERPINF2/GMFB/CORO1A/RDX/GPR65	34
BP	GO:0010975	regulation of neuron projection development	38/904	446/18903	0.00043035243289685	0.00879902743841144	0.00677314609708915	CUX1/NFE2L2/PDLIM5/GATA3/RHOA/NRP1/SPP1/MAGI2/FN1/CAMK2G/S100A9/FBXO38/ACTR2/TBC1D24/CDC20/CXCL12/TMEM30A/NTRK3/CCDC88A/IGF1R/L1CAM/NEDD4L/PTN/MACF1/PAFAH1B1/TNIK/DNM3/SCARB2/NCK1/MAPT/EPHA4/TWF1/NEFL/THY1/SEMA6D/ITGA6/NTRK2/NEGR1	38
BP	GO:0007566	embryo implantation	10/904	59/18903	0.000443209993708395	0.00902835172368952	0.00694967093448407	SPP1/VMP1/TIMP1/TGFBR2/ITGB3/LIF/ARHGDIB/YTHDF3/APELA/A1CF	10
BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	23/904	223/18903	0.00044916655340728	0.00911592636066436	0.0070170824540846	DSTYK/NRP1/PTPN11/EGFR/ARRB1/ACKR3/ITGB3/CD44/FGA/PTPRC/HMGB1/AKAP12/ICAM1/CD74/PDGFC/APELA/JUN/CCL2/SERPINF2/INHBA/CCL20/ANGPT1/GPNMB	23
BP	GO:0072111	cell proliferation involved in kidney development	6/904	22/18903	0.000453663500535789	0.00917334284171631	0.00706127940849436	GATA3/IL6R/STAT1/EGR1/ITGB3/MYC	6
BP	GO:0061458	reproductive system development	29/904	310/18903	0.000456686032256219	0.00920063434948427	0.00708228734040684	AR/CTNNA1/IDH1/GATA3/PTPN11/CCND1/FOXC1/DLG1/REN/BOK/FNDC3A/INSR/ESR1/ADAMTS1/GAS2/KITLG/CSMD1/GLI3/ADGRG1/PTX3/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10/BMPR1B/C3/PLEKHA5	29
BP	GO:0033628	regulation of cell adhesion mediated by integrin	9/904	49/18903	0.000459992993728689	0.00922807822052182	0.00710341255558637	PTPN11/ITGB3/FERMT1/ADAM9/LIF/SERPINE1/HRG/PLAU/DPP4	9
BP	GO:0050808	synapse organization	37/904	432/18903	0.000461403911026091	0.00922807822052182	0.00710341255558637	VPS35/PDLIM5/RHOA/NRP1/CACNB2/SLC1A1/DLG1/ACTR2/YWHAZ/CDC20/ACTB/NTRK3/COL4A1/INSR/MTMR2/IGF1R/ABHD17C/GPC4/L1CAM/EIF4G1/PAFAH1B1/DNM3/MAPT/GLRB/EPHA4/CDC42/IL10RA/C1QB/NEFL/ADAM10/SYBU/NTRK2/PPFIBP1/FCGR2B/NEGR1/C3/C1QC	37
BP	GO:0050886	endocrine process	13/904	93/18903	0.00046959910696812	0.00935795321856761	0.00720338523350793	GATA3/RHOA/PTPN11/SPP1/WNK4/REN/AGTR1/HSD11B2/RAB11FIP3/ENPEP/SERPINF2/INHBA/RAB8B	13
BP	GO:0045137	development of primary sexual characteristics	24/904	238/18903	0.000474307346840564	0.00941765490116644	0.00724934124640984	AR/CTNNA1/IDH1/GATA3/CCND1/FOXC1/REN/BOK/FNDC3A/INSR/ESR1/ADAMTS1/GAS2/KITLG/CSMD1/ADGRG1/PTX3/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10/BMPR1B	24
BP	GO:0045621	positive regulation of lymphocyte differentiation	16/904	130/18903	0.000480481484493785	0.00947185722120365	0.00729106406577628	GATA3/RHOA/CD46/ACTB/SMARCA2/TGFBR2/CBFB/HLA-DRA/PTPRC/SOX13/CD86/GLI3/NFKBIZ/MALT1/CD74/IL7R	16
BP	GO:1990266	neutrophil migration	16/904	130/18903	0.000480481484493785	0.00947185722120365	0.00729106406577628	WDR1/S100A9/S100A8/PECAM1/LBP/CKLF/CD74/CXCL2/CCL2/ITGB2/UMOD/CXCL8/GP2/CCL20/FCER1G/DPP4	16
